onset	duration	value	response	rt	good	TMS	seq
74.2822	1	82	n/a	n/a	1	0	0
74.3832	1	82	n/a	n/a	1	0	0
74.4242	1	82	n/a	n/a	1	0	0
74.6782	1	82	n/a	n/a	1	0	0
74.8172	1	82	n/a	n/a	1	0	0
75.2822	1	82	n/a	n/a	1	0	0
75.5152	1	82	n/a	n/a	1	0	0
75.5432	1	82	n/a	n/a	1	0	0
75.8702	1	82	n/a	n/a	1	0	0
76.0032	1	82	n/a	n/a	1	0	0
77.4608	1	10	n/a	n/a	1	52	1
78.6274	1	10	n/a	n/a	1	52	2
79.8608	1	10	n/a	n/a	1	52	3
81.094	1	21	n/a	n/a	1	52	0
82.3272	1	10	n/a	n/a	1	52	1
83.5272	1	10	n/a	n/a	1	52	2
84.5772	1	10	n/a	n/a	1	52	3
85.627	1	21	n/a	n/a	1	52	0
86.7104	1	10	n/a	n/a	1	52	1
87.8436	1	10	n/a	n/a	1	52	2
89.1268	1	10	n/a	n/a	1	52	3
90.4102	1	21	n/a	n/a	1	52	0
91.6268	1	10	n/a	n/a	1	52	1
92.6934	1	10	n/a	n/a	1	52	2
93.7766	1	10	n/a	n/a	1	52	3
94.8598	1	21	n/a	n/a	1	52	0
95.9764	1	10	n/a	n/a	1	52	1
97.2764	1	10	n/a	n/a	1	52	2
98.443	1	10	n/a	n/a	1	52	3
99.5096	1	10	n/a	n/a	1	52	4
100.561	1	82	n/a	n/a	1	0	0
100.593	1	82	n/a	n/a	1	0	0
101.018	1	82	n/a	n/a	1	0	0
101.087	1	82	n/a	n/a	1	0	0
101.491	1	82	n/a	n/a	1	0	0
101.561	1	82	n/a	n/a	1	0	0
101.997	1	82	n/a	n/a	1	0	0
102.328	1	82	n/a	n/a	1	0	0
102.458	1	82	n/a	n/a	1	0	0
102.53	1	82	n/a	n/a	1	0	0
103.6426	1	10	n/a	n/a	1	52	1
104.8592	1	10	n/a	n/a	1	52	2
106.0758	1	10	n/a	n/a	1	52	3
107.3592	1	10	n/a	n/a	1	52	4
108.6756	1	10	n/a	n/a	1	52	5
109.9922	1	21	n/a	n/a	1	52	0
111.2588	1	10	n/a	n/a	1	52	1
112.5254	1	21	n/a	n/a	1	52	0
113.7088	1	10	n/a	n/a	1	52	1
114.792	1	10	n/a	n/a	1	52	2
115.892	1	10	n/a	n/a	1	52	3
116.9752	1	10	n/a	n/a	1	52	4
118.2252	1	10	n/a	n/a	1	52	5
119.3418	1	10	n/a	n/a	1	52	6
120.6084	1	10	n/a	n/a	1	52	7
121.875	1	21	n/a	n/a	1	52	0
123.0082	1	10	n/a	n/a	1	52	1
124.0414	1	10	n/a	n/a	1	52	2
125.1748	1	10	n/a	n/a	1	52	3
126.4414	1	10	n/a	n/a	1	52	4
127.2118	1	82	n/a	n/a	1	0	0
127.4838	1	82	n/a	n/a	1	0	0
127.8138	1	82	n/a	n/a	1	0	0
127.8388	1	82	n/a	n/a	1	0	0
128.0748	1	82	n/a	n/a	1	0	0
128.2118	1	82	n/a	n/a	1	0	0
128.3548	1	82	n/a	n/a	1	0	0
128.4438	1	82	n/a	n/a	1	0	0
128.7878	1	82	n/a	n/a	1	0	0
129.0398	1	82	n/a	n/a	1	0	0
130.4244	1	10	n/a	n/a	1	52	1
131.741	1	10	n/a	n/a	1	52	2
132.8242	1	10	n/a	n/a	1	52	3
133.9076	1	21	n/a	n/a	1	52	0
134.9408	1	10	n/a	n/a	1	52	1
135.9908	1	21	n/a	n/a	1	52	0
137.2074	1	10	n/a	n/a	1	52	1
138.324	1	10	n/a	n/a	1	52	2
139.4072	1	10	n/a	n/a	1	52	3
140.5072	1	10	n/a	n/a	1	52	4
141.657	1	10	n/a	n/a	1	52	5
142.807	1	21	n/a	n/a	1	52	0
144.107	1	10	n/a	n/a	1	52	1
145.3736	1	10	n/a	n/a	1	52	2
146.4734	1	10	n/a	n/a	1	52	3
147.5734	1	21	n/a	n/a	1	52	0
148.69	1	10	n/a	n/a	1	52	1
149.9566	1	10	n/a	n/a	1	52	2
151.2566	1	10	n/a	n/a	1	52	3
152.4898	1	10	n/a	n/a	1	52	4
153.3234	1	82	n/a	n/a	1	0	0
153.6074	1	82	n/a	n/a	1	0	0
153.7354	1	82	n/a	n/a	1	0	0
154.1424	1	82	n/a	n/a	1	0	0
154.1704	1	82	n/a	n/a	1	0	0
154.3234	1	82	n/a	n/a	1	0	0
154.4014	1	82	n/a	n/a	1	0	0
154.6694	1	82	n/a	n/a	1	0	0
155.0304	1	82	n/a	n/a	1	0	0
155.1934	1	82	n/a	n/a	1	0	0
156.3728	1	10	n/a	n/a	1	52	1
157.4894	1	10	n/a	n/a	1	52	2
