onset	duration	value	response	rt	good	Acu	estim	trial
0.007	1	11	1	522.4	1	1	1 0 0	1
2.0025	1	11	1	362.9	1	1	1 0 0	2
5.162	1	11	3	384.4	1	1	0 0 3	3
8.8038	1	11	3	304.9	1	1	0 0 3	4
11.2982	1	12	1	362.7	1	0	3 1 1	1
13.8757	1	12	3	310.1	1	1	2 3 2	2
15.8878	1	12	2	418.8	1	0	1 3 1	3
19.4464	1	12	1	442.7	1	0	2 3 3	4
22.7722	1	12	1	468.9	1	0	2 3 3	5
25.2666	1	12	1	381.3	1	0	2 1 1	6
28.3263	1	11	2	471.5	1	1	0 2 0	1
32.1011	1	11	1	385.1	1	1	1 0 0	2
35.0943	1	11	2	370.8	1	1	0 2 0	3
36.99	1	11	2	404.2	1	1	0 2 0	4
39.6008	1	11	1	358.3	1	1	1 0 0	5
42.1118	1	11	1	359.5	1	1	1 0 0	6
44.972	1	11	1	397.9	1	1	1 0 0	7
47.1338	1	12	2	416.7	1	0	3 1 3	1
49.7279	1	12	1	346.6	1	0	2 1 1	2
53.3031	1	12	1	611	1	1	3 1 3	3
55.415	1	12	3	479.6	1	0	2 2 1	4
57.3274	1	12	2	676	1	1	3 3 2	5
60.5202	1	11	2	471.6	1	1	0 2 0	1
62.632	1	11	1	328.3	1	1	1 0 0	2
65.8747	1	11	2	329.6	1	1	0 2 0	3
69.1174	1	12	2	580	1	1	1 1 2	1
72.1605	1	12	1	555.7	1	1	3 1 3	2
74.8045	1	12	3	676.9	1	1	2 3 2	3
78.3299	1	12	1	761	1	1	3 3 1	4
81.506	1	12	1	598.5	1	0	2 3 3	5
85.2143	1	12	2	870.1	1	0	1 3 1	6
87.692	1	12	2	829.5	1	0	2 3 2	7
90.8349	1	12	1	548.9	1	1	3 3 1	8
94.5266	1	11	2	406.5	1	1	0 2 0	1
97.7027	1	11	1	369.1	1	1	1 0 0	2
100.064	1	11	2	408.8	1	1	0 2 0	3
103.606	1	11	1	358	1	1	1 0 0	4
105.8509	1	11	2	377.9	1	1	0 2 0	5
108.6446	1	12	1	489.7	1	1	3 1 3	1
111.6878	1	12	2	638.4	1	1	1 1 2	2
115.1799	1	12	2	570.6	1	1	3 3 2	3
117.9403	1	11	2	553.4	1	0	0 0 3	1
121.4656	1	11	1	362.3	1	1	1 0 0	2
124.9079	1	11	3	451.2	1	1	0 0 3	3
127.0197	1	11	3	406.1	1	1	0 0 3	4
129.2813	1	11	1	423.9	1	1	1 0 0	5
132.2745	1	11	2	387.4	1	1	0 2 0	6
134.586	1	11	2	421.7	1	1	0 2 0	7
137.9783	1	11	2	396.5	1	1	0 2 0	8
139.9571	1	12	3	708.7	1	0	3 3 2	1
142.4515	1	12	2	565	1	0	3 1 3	2
146.2928	1	12	3	1072.9	1	1	2 3 2	3
150.0177	1	12	3	882.4	1	1	2 3 2	4
152.2959	1	12	1	741.8	1	0	3 1 1	5
156.0707	1	12	3	718.8	1	1	3 2 2	6
159.9453	1	12	2	1002	1	1	2 3 3	7
162.872	1	11	3	508.2	1	1	0 0 3	1
165.5659	1	11	1	407.6	1	1	1 0 0	2
168.16	1	11	1	400.1	1	1	1 0 0	3
171.6022	1	11	3	356.5	1	1	0 0 3	4
175.1775	1	12	3	543.6	1	0	1 1 2	1
178.1707	1	12	1	617.4	1	1	3 3 1	2
180.6318	1	12	1	640.3	1	1	2 2 1	3
183.226	1	12	1	430.9	1	1	2 2 1	4
186.2358	1	12	1	485.9	1	1	3 3 1	5
188.1315	1	12	2	535.4	1	0	3 1 3	6
191.6901	1	11	1	427	1	1	1 0 0	1
194.4838	1	11	1	388.8	1	1	1 0 0	2
196.3962	1	11	2	403.6	1	1	0 2 0	3
199.1898	1	12	2	1156.3	1	0	1 3 1	1
201.1687	1	12	1	833.6	1	0	3 1 1	2
204.0289	1	12	1	535.3	1	1	2 2 1	3
206.2073	1	12	1	477.6	1	1	3 3 1	4
209.8823	1	11	3	387.8	1	1	0 0 3	1
212.8756	1	11	2	457.2	1	1	0 2 0	2
216.6337	1	11	2	463	1	1	0 2 0	3
219.3276	1	11	2	447.1	1	1	0 2 0	4
222.2045	1	11	1	404.5	1	1	1 0 0	5
224.2332	1	11	1	434.6	1	1	1 0 0	6
228.0246	1	12	1	475.6	1	0	3 1 1	1
230.652	1	12	1	620.8	1	0	2 1 1	2
234.4601	1	12	1	717.3	1	1	2 2 1	3
238.0187	1	12	2	658.1	1	1	3 3 2	4
240.8124	1	12	3	1080.1	1	1	2 3 2	5
244.4541	1	12	2	649.5	1	1	1 1 2	6
246.8654	1	12	2	612	1	1	2 1 1	7
249.6923	1	12	2	786.7	1	1	3 3 2	8
