onset	duration	value	response	rt	good	Acu	estim	trial
0.0185	1	11	2	461.7	1	1	0 2 0	1
2.3632	1	11	1	371	1	1	1 0 0	2
4.6081	1	11	1	343.6	1	1	1 0 0	3
8.1335	1	11	3	352.5	1	1	0 0 3	4
10.0791	1	12	3	773.9	1	0	3 3 2	1
12.2741	1	12	1	465.2	1	0	3 1 1	2
15.1177	1	12	2	500	1	0	3 1 3	3
18.3604	1	12	2	572.1	1	0	2 3 2	4
21.2206	1	12	2	638.7	1	1	2 3 3	5
23.9644	1	11	2	482.9	1	1	0 2 0	1
27.0906	1	11	1	364.9	1	1	1 0 0	2
30.5661	1	11	3	358.2	1	1	0 0 3	3
34.1912	1	12	3	903.1	1	1	3 2 2	1
38.0159	1	12	2	508.7	1	0	3 1 3	2
40.8262	1	12	3	762	1	0	3 3 2	3
43.7031	1	12	2	1041.2	1	1	3 3 2	4
45.6819	1	12	1	600.1	1	1	2 2 1	5
49.1075	1	12	1	737.8	1	1	2 1 2	6
51.3691	1	12	2	806.8	1	1	2 1 1	7
53.9964	1	11	3	497.5	1	1	0 0 3	1
57.1892	1	11	1	408.3	1	1	1 0 0	2
60.9474	1	11	1	410.9	1	1	1 0 0	3
64.639	1	11	1	440.9	1	1	1 0 0	4
68.3473	1	11	1	403.9	1	1	1 0 0	5
70.2929	1	11	1	405.5	1	1	1 0 0	6
73.4025	1	12	1	778.2	1	1	2 2 1	1
76.1463	1	12	3	700.7	1	1	2 3 2	2
78.4245	1	12	1	600.2	1	1	2 1 2	3
81.1351	1	12	1	637.1	1	1	2 1 2	4
84.6937	1	12	2	633.8	1	1	3 3 2	5
88.4186	1	12	1	494.2	1	1	2 2 1	6
91.2954	1	12	1	664.1	1	1	2 1 2	7
94.6378	1	12	1	494.6	1	1	3 3 1	8
98.2464	1	11	2	558.4	1	1	0 2 0	1
101.7218	1	11	3	517.2	1	1	0 0 3	2
105.5133	1	11	1	404.9	1	1	1 0 0	3
109.155	1	11	2	465.8	1	1	0 2 0	4
112.4975	1	11	1	362.4	1	1	1 0 0	5
115.6736	1	12	1	564.5	1	1	3 3 1	1
118.2511	1	12	2	691.1	1	0	3 1 1	2
120.4295	1	12	2	647.3	1	1	3 3 2	3
123.14	1	12	1	588.1	1	1	2 1 2	4
125.9171	1	12	3	759.5	1	1	1 3 1	5
128.1121	1	12	2	655.1	1	1	3 3 2	6
131.0721	1	12	2	500.5	1	1	3 3 2	7
134.8968	1	12	2	721	1	1	1 1 2	8
138.5718	1	11	1	451	1	1	1 0 0	1
141.7646	1	11	3	400.9	1	1	0 0 3	2
144.3587	1	11	3	375.9	1	1	0 0 3	3
147.618	1	11	2	353.7	1	1	0 2 0	4
150.8274	1	12	1	564.2	1	1	3 3 1	1
153.4382	1	12	2	832.4	1	1	1 1 2	2
155.417	1	12	2	647.3	1	1	1 1 2	3
159.1586	1	11	3	408.1	1	1	0 0 3	1
162.2183	1	11	3	469.1	1	1	0 0 3	2
165.594	1	11	3	410.2	1	1	0 0 3	3
168.7037	1	11	1	423.6	1	1	1 0 0	4
171.647	1	11	3	342.5	1	1	0 0 3	5
175.0061	1	11	3	334.7	1	1	0 0 3	6
178.0658	1	11	1	443	1	1	1 0 0	7
180.7763	1	12	2	701.9	1	0	1 3 1	1
182.855	1	12	3	704.7	1	1	1 3 1	2
185.815	1	12	1	723.8	1	1	2 2 1	3
189.2073	1	12	3	717.1	1	1	1 3 1	4
192.5165	1	12	3	782.1	1	1	3 2 2	5
196.1083	1	12	2	823.6	1	1	1 1 2	6
199.5339	1	11	3	474.9	1	1	0 0 3	1
201.4296	1	11	3	448.4	1	1	0 0 3	2
204.8053	1	11	2	466.9	1	1	0 2 0	3
207.466	1	11	3	416.2	1	1	0 0 3	4
210.4093	1	12	2	820.2	1	1	3 3 2	1
213.1032	1	12	-99	-99	1	0	2 1 1	2
215.0322	1	12	3	678.5	1	1	2 3 2	3
217.3935	1	12	1	579	1	1	3 1 3	4
219.4056	1	12	2	809.7	1	1	2 3 3	5
222.6317	1	11	1	437.9	1	1	1 0 0	1
226.0739	1	11	3	405.9	1	1	0 0 3	2
227.9862	1	11	3	324	1	1	0 0 3	3
230.0649	1	11	2	529.8	1	1	0 2 0	4
232.9084	1	11	3	373.9	1	1	0 0 3	5
235.6356	1	11	1	369.8	1	1	1 0 0	6
239.3273	1	11	2	444.8	1	1	0 2 0	7
242.0544	1	12	1	541.1	1	0	2 1 1	1
245.0144	1	12	3	692.8	1	1	3 2 2	2
247.3258	1	12	3	553.9	1	1	3 1 1	3
250.951	1	11	1	406.1	1	1	1 0 0	1
253.4287	1	11	2	375.4	1	1	0 2 0	2
256.4884	1	11	2	383.4	1	1	0 2 0	3
260.1136	1	11	3	489.8	1	1	0 0 3	4
262.874	1	11	2	524.8	1	1	0 2 0	5
265.5346	1	11	1	357.1	1	1	1 0 0	6
269.1764	1	12	3	667.1	1	1	2 3 2	1
272.1696	1	12	3	684.5	1	1	2 3 2	2
275.8613	1	12	3	699.3	1	1	3 2 2	3
278.472	1	12	3	713.9	1	1	3 1 1	4
281.3489	1	12	2	459.2	1	0	2 1 2	5
284.525	1	12	3	684.3	1	1	3 1 1	6
287.3187	1	12	1	646	1	1	3 3 1	7
289.3973	1	12	1	553.7	1	1	2 2 1	8
291.8751	1	11	1	474.9	1	1	1 0 0	1
295.018	1	11	3	525.8	1	1	0 0 3	2
298.4103	1	11	3	415.3	1	1	0 0 3	3
301.8026	1	12	3	676.4	1	1	2 3 2	1
303.7316	1	12	1	488.8	1	1	3 3 1	2
306.6915	1	12	3	684.6	1	0	2 1 1	3
310.2003	1	12	3	738.3	1	1	2 3 2	4
312.545	1	11	3	461.9	1	1	0 0 3	1
314.9396	1	11	1	519.4	1	1	1 0 0	2
318.1157	1	11	2	453	1	1	0 2 0	3
320.0779	1	11	2	411.1	1	1	0 2 0	4
323.0545	1	11	3	431.2	1	1	0 0 3	5
326.1309	1	11	2	434.5	1	1	0 2 0	6
328.2095	1	11	1	433.4	1	1	1 0 0	7
331.2859	1	11	3	410.7	1	1	0 0 3	8
333.3313	1	12	1	657.1	1	1	2 2 1	1
336.5241	1	12	2	727.3	1	1	3 3 2	2
339.7002	1	12	1	487.9	1	1	2 2 1	3
343.5415	1	12	2	670.5	1	0	1 3 1	4
347.0336	1	12	2	684.4	1	1	3 3 2	5
349.3617	1	11	1	573.2	1	1	1 0 0	1
352.8206	1	11	3	409.3	1	1	0 0 3	2
355.132	1	11	3	407.6	1	1	0 0 3	3
358.1751	1	11	3	318.2	1	1	0 0 3	4
361.8834	1	11	2	460.6	1	1	0 2 0	5
365.0263	1	11	3	385.4	1	1	0 0 3	6
367.2546	1	11	2	422.8	1	1	0 2 0	7
369.9152	1	12	3	650.9	1	1	2 3 2	1
373.4239	1	12	1	812.4	1	0	2 3 3	2
375.6855	1	12	1	647.4	1	1	3 3 1	3
377.6477	1	12	2	740	1	1	2 1 1	4
379.5933	1	12	1	651.4	1	1	3 3 1	5
382.9025	1	12	1	718.4	1	1	2 1 2	6
386.6939	1	11	1	509.3	1	1	1 0 0	1
389.7038	1	11	3	401.8	1	1	0 0 3	2
391.9653	1	11	1	412.2	1	1	1 0 0	3
394.9752	1	11	1	385.8	1	1	1 0 0	4
397.0372	1	12	2	670.5	1	1	2 1 1	1
399.4318	1	12	1	686.9	1	1	2 1 2	2
403.2066	1	12	1	613.7	1	1	3 3 1	3
405.3019	1	12	2	649.9	1	1	2 1 1	4
408.2452	1	12	1	571.2	1	1	3 1 3	5
411.2717	1	12	1	610.5	1	1	3 1 3	6
414.7472	1	12	2	711.2	1	1	2 1 1	7
418.073	1	12	2	645.5	1	1	3 3 2	8
421.432	1	11	1	464.2	1	1	1 0 0	1
424.2756	1	11	1	455	1	1	1 0 0	2
426.1713	1	11	3	523.8	1	1	0 0 3	3
429.0648	1	11	1	364.7	1	1	1 0 0	4
431.8751	1	11	2	428.6	1	1	0 2 0	5
434.3362	1	12	1	499.6	1	1	3 3 1	1
437.346	1	12	2	675.2	1	1	3 3 2	2
439.7074	1	12	1	455.9	1	1	3 3 1	3
441.7361	1	12	2	610.9	1	0	3 1 3	4
444.6296	1	12	3	773	1	1	3 1 1	5
447.0241	1	12	2	743.6	1	1	2 3 3	6
449.2026	1	12	1	505.8	1	1	3 1 3	7
452.9441	1	11	1	445.8	1	1	1 0 0	1
456.6524	1	11	3	600.6	1	1	0 0 3	2
460.2443	1	11	3	400	1	1	0 0 3	3
463.8029	1	12	3	830.2	1	1	3 2 2	1
466.1974	1	12	2	814.5	1	1	2 3 3	2
469.4235	1	12	1	525.1	1	1	3 1 3	3
472.2504	1	12	1	585.9	1	1	2 2 1	4
474.2293	1	12	2	615.3	1	1	2 1 1	5
478.054	1	12	2	766.5	1	1	1 1 2	6
480.4818	1	11	1	511.3	1	1	1 0 0	1
484.1568	1	11	3	517.6	1	1	0 0 3	2
486.7177	1	11	1	420.8	1	1	1 0 0	3
490.2431	1	12	2	983.2	1	1	1 1 2	1
493.6354	1	12	1	607.7	1	1	2 1 2	2
495.5477	1	12	1	636.6	1	0	3 3 2	3
498.7904	1	12	2	1235.7	1	1	2 1 1	4
501.3679	1	12	3	697.6	1	1	3 2 2	5
504.727	1	12	2	541.4	1	0	2 1 2	6
507.7368	1	11	1	481.2	1	1	1 0 0	1
510.8132	1	11	2	505.8	1	1	0 2 0	2
512.6824	1	11	3	576.8	1	1	0 0 3	3
515.037	1	11	2	506.1	1	1	0 2 0	4
517.0824	1	11	2	375.8	1	1	0 2 0	5
519.4437	1	11	1	336.5	1	1	1 0 0	6
521.6221	1	11	3	340.8	1	1	0 0 3	7
524.9313	1	11	1	380.7	1	1	1 0 0	8
527.7083	1	12	1	770.3	1	1	2 1 2	1
530.2526	1	12	2	1048.6	1	1	2 1 1	2
533.6948	1	12	1	525.9	1	1	2 2 1	3
536.4219	1	12	1	685.7	1	1	3 1 3	4
539.8974	1	12	2	907.3	1	1	2 3 3	5
