onset	duration	value	response	rt	good	TMS	delta	fixed	seq
181.6308	1	21	-99	-99	1	51	-2.9104e-11	0	0
182.8808	1	10	530.2	530.2	1	51	0.1	0	1
183.9808	1	10	326.2	326.2	1	51	0.1	0	2
185.014	1	10	444.9	444.9	1	51	-0.1	0	3
186.0806	1	10	274.3	274.3	1	51	0	0	4
187.2138	1	10	277	277	1	51	-0.1	0	5
188.2638	1	10	331	331	1	51	0.1	0	6
189.5304	1	10	280.4	280.4	1	51	0	0	7
190.797	1	21	-99	-99	1	51	0	0	0
227.8618	1	82	n/a	n/a	1	0	0	0	0
228.1018	1	82	n/a	n/a	1	0	0	0	0
228.3848	1	82	n/a	n/a	1	0	0	0	0
228.5578	1	82	n/a	n/a	1	0	0	0	0
228.6218	1	82	n/a	n/a	1	0	0	0	0
228.862	1	82	n/a	n/a	1	0	0.1	0	0
229.099	1	82	n/a	n/a	1	0	0	0	0
229.126	1	82	n/a	n/a	1	0	0	0	0
229.332	1	82	n/a	n/a	1	0	0	0	0
229.613	1	82	n/a	n/a	1	0	0	0	0
231.0446	1	10	365.3	365.3	1	50	0	0	1
232.2612	1	10	268.7	268.7	1	50	0	0	2
233.4444	1	10	237.3	237.3	1	50	-0.1	0	3
234.6278	1	21	-99	-99	1	50	0.2	0	0
235.8444	1	10	269.5	269.5	1	50	2.9104e-11	0	1
237.061	1	21	-99	-99	1	50	0	0	0
238.2608	1	10	252.8	252.8	1	50	-0.2	0	1
239.4608	1	21	-99	-99	1	50	0.1	0	0
240.544	1	10	225.7	225.7	1	50	0	0	1
241.7274	1	10	498.3	498.3	1	50	0.1	0	2
243.0106	1	10	287	287	1	50	-0.1	0	3
244.2272	1	10	286.4	286.4	1	50	0	0	4
245.2938	1	10	323.7	323.7	1	50	0	0	5
246.3604	1	21	-99	-99	1	50	0	0	0
247.627	1	10	246.6	246.6	1	50	0.1	0	1
248.7602	1	10	505.3	505.3	1	50	-0.1	0	2
250.0268	1	10	342.6	342.6	1	50	0	0	3
251.2268	1	10	310.7	310.7	1	50	0.1	0	4
252.4934	1	10	308.1	308.1	1	50	2.9104e-11	0	5
253.6432	1	10	294	294	1	50	-0.2	0	6
254.5108	1	82	n/a	n/a	1	0	0.2	0	0
254.6798	1	82	n/a	n/a	1	0	0	0	0
254.9258	1	82	n/a	n/a	1	0	0	0	0
255.1338	1	82	n/a	n/a	1	0	0	0	0
255.4028	1	82	n/a	n/a	1	0	0	0	0
255.5108	1	82	n/a	n/a	1	0	-0.1	0	0
255.6078	1	82	n/a	n/a	1	0	0	0	0
255.9038	1	82	n/a	n/a	1	0	0	0	0
255.9658	1	82	n/a	n/a	1	0	0	0	0
255.9938	1	82	n/a	n/a	1	0	0	0	0
257.7096	1	10	355.5	355.5	1	50	-0.1	0	1
259.0096	1	21	-99	-99	1	50	0.1	0	0
260.1428	1	10	242.3	242.3	1	50	-0.1	0	1
261.2762	1	21	-99	-99	1	50	0.2	0	0
262.5428	1	10	258.4	258.4	1	50	-2.9104e-11	0	1
263.8426	1	10	334.5	334.5	1	50	-0.1	0	2
265.076	1	10	253.2	253.2	1	50	0.1	0	3
266.3092	1	21	-99	-99	1	50	0	0	0
267.4758	1	10	237.3	237.3	1	50	0	0	1
268.7756	1	10	313.3	313.3	1	50	-0.2	0	2
269.909	1	10	268	268	1	50	0.2	0	3
271.1088	1	10	316	316	1	50	-0.2	0	4
272.4254	1	10	311.5	311.5	1	50	0.1	0	5
273.5588	1	10	250.2	250.2	1	50	0.1	0	6
274.8254	1	10	343.5	343.5	1	50	5.8208e-11	0	7
276.092	1	21	244.9	244.9	1	50	-5.8208e-11	0	0
277.3918	1	10	321	321	1	50	-0.1	0	1
278.5752	1	10	273.6	273.6	1	50	0.1	0	2
279.725	1	10	323.7	323.7	1	50	-0.1	0	3
281.0416	1	10	287.1	287.1	1	50	0	0	4
282.0952	1	82	n/a	n/a	1	0	0.1	0	0
282.1352	1	82	n/a	n/a	1	0	0	0	0
282.2172	1	82	n/a	n/a	1	0	0	0	0
282.5462	1	82	n/a	n/a	1	0	0	0	0
282.9242	1	82	n/a	n/a	1	0	0	0	0
283.0952	1	82	n/a	n/a	1	0	0	0	0
283.1422	1	82	n/a	n/a	1	0	0	0	0
283.3042	1	82	n/a	n/a	1	0	0	0	0
283.4182	1	82	n/a	n/a	1	0	0	0	0
283.8192	1	82	n/a	n/a	1	0	0	0	0
285.1914	1	10	297.3	297.3	1	50	0	0	1
286.408	1	10	216.6	216.6	1	50	-5.8208e-11	0	2
287.708	1	10	324.7	324.7	1	50	0.1	0	3
288.8412	1	10	279.4	279.4	1	50	-0.1	0	4
289.9078	1	10	316.8	316.8	1	50	-5.8208e-11	0	5
290.9744	1	21	-99	-99	1	50	5.8208e-11	0	0
292.091	1	10	229.5	229.5	1	50	-5.8208e-11	0	1
293.291	1	10	309.6	309.6	1	50	0.1	0	2
294.3408	1	10	283.6	283.6	1	50	-0.2	0	3
295.3908	1	21	1105.6	1105.6	1	50	0.1	0	0
296.6408	1	10	-99	-99	1	50	0.1	0	1
297.8574	1	10	463.1	463.1	1	50	0	0	2
298.9906	1	10	-99	-99	1	50	-0.1	0	3
300.1904	1	10	321.8	321.8	1	50	-0.1	0	4
301.3738	1	10	242.5	242.5	1	50	0.1	0	5
302.5904	1	10	305.9	305.9	1	50	5.8208e-11	0	6
303.6902	1	10	309.9	309.9	1	50	-0.1	0	7
304.7902	1	21	-99	-99	1	50	0.1	0	0
306.0734	1	10	262.7	262.7	1	50	-0.1	0	1
307.3568	1	21	-99	-99	1	50	0.1	0	0
308.1774	1	82	n/a	n/a	1	0	-0.1	0	0
308.4304	1	82	n/a	n/a	1	0	0	0	0
308.4744	1	82	n/a	n/a	1	0	0	0	0
308.5444	1	82	n/a	n/a	1	0	0	0	0
308.9774	1	82	n/a	n/a	1	0	0	0	0
309.1774	1	82	n/a	n/a	1	0	0	0	0
309.4264	1	82	n/a	n/a	1	0	0	0	0
309.7604	1	82	n/a	n/a	1	0	0	0	0
309.9884	1	82	n/a	n/a	1	0	0	0	0
310.0914	1	82	n/a	n/a	1	0	0	0	0
311.2232	1	10	296.9	296.9	1	50	0.1	0	1
312.3732	1	21	-99	-99	1	50	0.1	0	0
313.4398	1	10	208.3	208.3	1	50	0	0	1
314.5396	1	10	-99	-99	1	50	-0.1	0	2
315.6896	1	10	278.3	278.3	1	50	0	0	3
316.9396	1	10	-99	-99	1	50	0.1	0	4
318.1394	1	10	228.5	228.5	1	50	-0.1	0	5
319.3394	1	21	-99	-99	1	50	0	0	0
320.6226	1	10	209.2	209.2	1	50	-5.8208e-11	0	1
321.9226	1	10	253.3	253.3	1	50	0.1	0	2
323.2392	1	10	232.7	232.7	1	50	5.8208e-11	0	3
324.3058	1	10	366	366	1	50	0	0	4
325.3724	1	10	339.4	339.4	1	50	0	0	5
326.4222	1	10	249.4	249.4	1	50	-0.2	0	6
327.6888	1	10	262.8	262.8	1	50	0.1	0	7
328.9554	1	21	244.2	244.2	1	50	5.8208e-11	0	0
330.0388	1	10	-99	-99	1	50	0.1	0	1
331.1386	1	10	253	253	1	50	-0.1	0	2
332.2886	1	10	254.9	254.9	1	50	0	0	3
333.3386	1	10	405	405	1	50	0.1	0	4
334.456	1	82	n/a	n/a	1	0	-0.2	0	0
334.707	1	82	n/a	n/a	1	0	0	0	0
334.728	1	82	n/a	n/a	1	0	0	0	0
334.797	1	82	n/a	n/a	1	0	0	0	0
334.931	1	82	n/a	n/a	1	0	0	0	0
335.456	1	82	n/a	n/a	1	0	0	0	0
335.73	1	82	n/a	n/a	1	0	0	0	0
335.795	1	82	n/a	n/a	1	0	0	0	0
335.965	1	82	n/a	n/a	1	0	0	0	0
336.393	1	82	n/a	n/a	1	0	0	0	0
337.405	1	10	274.5	274.5	1	50	0.2	0	1
338.6882	1	10	319.2	319.2	1	50	-0.1	0	2
340.0048	1	10	330.5	330.5	1	50	0	0	3
341.088	1	10	383.3	383.3	1	50	0	0	4
342.2546	1	10	288.7	288.7	1	50	0	0	5
343.4212	1	21	290.1	290.1	1	50	0	0	0
344.5046	1	10	278.7	278.7	1	50	0.1	0	1
345.6212	1	10	314.1	314.1	1	50	5.8208e-11	0	2
346.871	1	10	296.2	296.2	1	50	-0.1	0	3
348.121	1	21	-99	-99	1	50	0.1	0	0
349.2876	1	10	119.6	119.6	1	50	-5.8208e-11	0	1
350.5542	1	10	485	485	1	50	5.8208e-11	0	2
351.5874	1	10	331.7	331.7	1	50	-0.1	0	3
352.8208	1	10	266.3	266.3	1	50	0.1	0	4
353.9872	1	10	347.8	347.8	1	50	-0.1	0	5
355.1038	1	10	287.2	287.2	1	50	0	0	6
356.1538	1	10	357.2	357.2	1	50	0	0	7
357.2038	1	21	155.2	155.2	1	50	0.1	0	0
358.2704	1	10	224.6	224.6	1	50	5.8208e-11	0	1
359.487	1	10	64	64	1	50	0	0	2
384.5812	1	82	n/a	n/a	1	0	-0.1	0	0
384.9362	1	82	n/a	n/a	1	0	0	0	0
385.3132	1	82	n/a	n/a	1	0	0	0	0
385.4182	1	82	n/a	n/a	1	0	0	0	0
385.4752	1	82	n/a	n/a	1	0	0	0	0
385.5812	1	82	n/a	n/a	1	0	0	0	0
385.7262	1	82	n/a	n/a	1	0	0	0	0
386.0592	1	82	n/a	n/a	1	0	0	0	0
386.4242	1	82	n/a	n/a	1	0	0	0	0
386.4952	1	82	n/a	n/a	1	0	0	0	0
387.602	1	10	252.3	252.3	1	52	0.1	0	1
388.652	1	10	258.4	258.4	1	52	0.1	0	2
389.8352	1	10	259	259	1	52	-0.1	0	3
390.8852	1	10	249.1	249.1	1	52	0.1	0	4
392.0684	1	10	281.8	281.8	1	52	-0.1	0	5
393.2516	1	21	218.6	218.6	1	52	-5.8208e-11	0	0
394.335	1	10	255.2	255.2	1	52	0.1	0	1
395.4848	1	10	225.3	225.3	1	52	-0.1	0	2
396.7514	1	10	270.7	270.7	1	52	5.8208e-11	0	3
398.018	1	21	-99	-99	1	52	0	0	0
399.218	1	10	220.1	220.1	1	52	0.1	0	1
400.4178	1	21	236.1	236.1	1	52	-0.2	0	0
401.6678	1	10	298.1	298.1	1	52	0.1	0	1
402.9178	1	10	312.2	312.2	1	52	0.1	0	2
403.9844	1	10	349.6	349.6	1	52	0	0	3
405.1842	1	10	333.7	333.7	1	52	-0.1	0	4
406.4676	1	10	266.3	266.3	1	52	0.1	0	5
407.7508	1	21	-99	-99	1	52	-0.1	0	0
409.0008	1	10	245.1	245.1	1	52	0.1	0	1
410.2506	1	21	-99	-99	1	52	-0.1	0	0
411.1044	1	82	n/a	n/a	1	0	0.1	0	0
411.3374	1	82	n/a	n/a	1	0	0	0	0
411.4444	1	82	n/a	n/a	1	0	0	0	0
411.5974	1	82	n/a	n/a	1	0	0	0	0
411.7274	1	82	n/a	n/a	1	0	0	0	0
412.1044	1	82	n/a	n/a	1	0	0	0	0
412.1584	1	82	n/a	n/a	1	0	0	0	0
412.2754	1	82	n/a	n/a	1	0	0	0	0
412.6264	1	82	n/a	n/a	1	0	0	0	0
413.0354	1	82	n/a	n/a	1	0	0	0	0
414.117	1	10	408.7	408.7	1	52	-0.1	0	1
415.1504	1	10	319.3	319.3	1	52	0.1	0	2
416.2002	1	10	261.4	261.4	1	52	-0.1	0	3
417.2502	1	21	267.4	267.4	1	52	0	0	0
418.5668	1	10	54.7	54.7	1	52	-5.8208e-11	0	1
419.8	1	10	501.5	501.5	1	52	5.8208e-11	0	2
421.1334	1	10	304.2	304.2	1	52	0.1	0	3
422.4666	1	21	-99	-99	1	52	0	0	0
423.7832	1	10	198.3	198.3	1	52	0	0	1
425.033	1	10	324.4	324.4	1	52	-0.1	0	2
426.1996	1	10	277.7	277.7	1	52	-5.8208e-11	0	3
427.3162	1	10	233.1	233.1	1	52	5.8208e-11	0	4
428.5496	1	10	247.8	247.8	1	52	0.1	0	5
429.7662	1	10	199.2	199.2	1	52	0	0	6
431.0328	1	10	324.5	324.5	1	52	0	0	7
432.2994	1	21	225.9	225.9	1	52	0	0	0
433.5326	1	10	208.7	208.7	1	52	0	0	1
434.7658	1	21	-99	-99	1	52	-0.1	0	0
435.9158	1	10	241.4	241.4	1	52	0.1	0	1
437.0658	1	21	-99	-99	1	52	0.1	0	0
438.1714	1	82	n/a	n/a	1	0	-0.2	0	0
438.5584	1	82	n/a	n/a	1	0	0	0	0
438.8134	1	82	n/a	n/a	1	0	0	0	0
438.9834	1	82	n/a	n/a	1	0	0	0	0
439.0734	1	82	n/a	n/a	1	0	0	0	0
439.1714	1	82	n/a	n/a	1	0	0	0	0
439.2194	1	82	n/a	n/a	1	0	0	0	0
439.2954	1	82	n/a	n/a	1	0	0	0	0
439.5194	1	82	n/a	n/a	1	0	0	0	0
439.8474	1	82	n/a	n/a	1	0	0	0	0
441.1822	1	10	302.9	302.9	1	52	0.1	0	1
442.2988	1	10	322.3	322.3	1	52	0	0	2
443.5154	1	10	241.7	241.7	1	52	0.1	0	3
444.732	1	21	257.1	257.1	1	52	-5.8208e-11	0	0
445.9986	1	10	238.5	238.5	1	52	0	0	1
447.1152	1	10	321.8	321.8	1	52	5.8208e-11	0	2
448.415	1	10	285.9	285.9	1	52	-0.1	0	3
449.715	1	21	-99	-99	1	52	0	0	0
451.0148	1	10	230	230	1	52	-0.1	0	1
452.1648	1	10	488	488	1	52	0.1	0	2
453.4648	1	10	244.1	244.1	1	52	0.1	0	3
454.5314	1	10	297.5	297.5	1	52	5.8208e-11	0	4
455.5812	1	10	319.4	319.4	1	52	-0.2	0	5
456.8646	1	10	268.2	268.2	1	52	0.2	0	6
457.9478	1	10	336.9	336.9	1	52	-0.1	0	7
459.031	1	21	-99	-99	1	52	-0.1	0	0
460.331	1	10	257.6	257.6	1	52	0.1	0	1
461.581	1	10	239.7	239.7	1	52	0.1	0	2
462.8976	1	10	235.1	235.1	1	52	0	0	3
464.214	1	10	246.4	246.4	1	52	-0.2	0	4
464.9346	1	82	n/a	n/a	1	0	0.1	0	0
465.0576	1	82	n/a	n/a	1	0	0	0	0
465.4236	1	82	n/a	n/a	1	0	0	0	0
465.4606	1	82	n/a	n/a	1	0	0	0	0
465.5346	1	82	n/a	n/a	1	0	0	0	0
465.9346	1	82	n/a	n/a	1	0	0	0	0
466.2066	1	82	n/a	n/a	1	0	0	0	0
466.2426	1	82	n/a	n/a	1	0	0	0	0
466.4416	1	82	n/a	n/a	1	0	0	0	0
466.8726	1	82	n/a	n/a	1	0	0	0	0
467.9138	1	10	258.5	258.5	1	52	-0.1	0	1
469.1138	1	10	226.6	226.6	1	52	0.1	0	2
470.197	1	10	215.3	215.3	1	52	-0.1	0	3
471.2804	1	21	252.1	252.1	1	52	0.2	0	0
472.4636	1	10	188.7	188.7	1	52	-0.1	0	1
473.6136	1	10	238.8	238.8	1	52	0.1	0	2
474.8634	1	10	348.9	348.9	1	52	-0.1	0	3
476.0134	1	10	302.8	302.8	1	52	0	0	4
477.1966	1	10	351.6	351.6	1	52	0	0	5
478.3966	1	10	319.6	319.6	1	52	0	0	6
479.4298	1	10	310.4	310.4	1	52	0	0	7
480.4632	1	21	-99	-99	1	52	0.1	0	0
481.563	1	10	209.1	209.1	1	52	-0.1	0	1
482.663	1	10	229.1	229.1	1	52	0	0	2
483.713	1	10	235.2	235.2	1	52	0.1	0	3
484.7628	1	21	241.2	241.2	1	52	-0.1	0	0
485.9128	1	10	195.2	195.2	1	52	0	0	1
487.0628	1	21	-99	-99	1	52	0.1	0	0
488.2626	1	10	165.3	165.3	1	52	-0.1	0	1
489.4126	1	10	215.3	215.3	1	52	0	0	2
490.151	1	82	n/a	n/a	1	0	-0.1	0	0
490.284	1	82	n/a	n/a	1	0	0	0	0
490.632	1	82	n/a	n/a	1	0	0	0	0
491.0122	1	82	n/a	n/a	1	0	0.2	0	0
491.057	1	82	n/a	n/a	1	0	-0.2	0	0
491.1512	1	82	n/a	n/a	1	0	0.2	0	0
491.2782	1	82	n/a	n/a	1	0	0	0	0
491.3592	1	82	n/a	n/a	1	0	0	0	0
491.6132	1	82	n/a	n/a	1	0	0	0	0
491.7702	1	82	n/a	n/a	1	0	0	0	0
493.3624	1	10	345.5	345.5	1	52	0	0	1
494.679	1	21	-99	-99	1	52	-5.8208e-11	0	0
495.7788	1	10	249	249	1	52	-0.1	0	1
496.8122	1	10	543.6	543.6	1	52	0.1	0	2
497.8954	1	10	308.3	308.3	1	52	-0.1	0	3
499.0954	1	10	244.4	244.4	1	52	0.1	0	4
500.162	1	10	265.8	265.8	1	52	-5.8208e-11	0	5
501.2952	1	10	236.4	236.4	1	52	-0.1	0	6
502.5784	1	10	409.2	409.2	1	52	0	0	7
503.8618	1	21	-99	-99	1	52	0.1	0	0
505.1784	1	10	241.2	241.2	1	52	5.8208e-11	0	1
506.2282	1	10	263.3	263.3	1	52	-0.1	0	2
507.4448	1	10	166.7	166.7	1	52	0	0	3
508.6614	1	21	-99	-99	1	52	0	0	0
509.9448	1	10	194.8	194.8	1	52	0.2	0	1
511.178	1	10	81.5	81.5	1	52	-0.1	0	2
512.278	1	10	85.6	85.6	1	52	0.1	0	3
513.3778	1	21	153.5	153.5	1	52	-0.2	0	0
514.6112	1	10	120.3	120.3	1	52	0.2	0	1
515.7778	1	10	25.7	25.7	1	52	0	0	2
633.1146	1	82	n/a	n/a	1	0	0	0	0
633.1376	1	82	n/a	n/a	1	0	-250	0	0
633.2696	1	82	n/a	n/a	1	0	109	0	0
633.6606	1	82	n/a	n/a	1	0	259	0	0
633.8416	1	82	n/a	n/a	1	0	-210	0	0
634.1566	1	82	n/a	n/a	1	0	134	0	0
634.3176	1	82	n/a	n/a	1	0	-154	0	0
634.4436	1	82	n/a	n/a	1	0	-35	0	0
634.4646	1	82	n/a	n/a	1	0	-105	0	0
634.9896	1	82	n/a	n/a	1	0	1476	1	0
635.9616	1	10	327.5	327.5	1	52	-21	0	1
636.9948	1	10	270.2	270.2	1	52	-0.1	0	2
638.1782	1	10	319	319	1	52	0.2	0	3
639.278	1	10	243	243	1	52	-0.2	0	4
640.4614	1	10	275.8	275.8	1	52	0.2	0	5
641.5112	1	10	265.7	265.7	1	52	-0.2	0	6
642.7778	1	10	343.1	343.1	1	52	1.1642e-10	0	7
644.0444	1	21	244.5	244.5	1	52	0	0	0
645.311	1	10	225.9	225.9	1	52	0.1	0	1
646.5776	1	10	287.3	287.3	1	52	0	0	2
647.7776	1	10	239.3	239.3	1	52	0	0	3
649.0774	1	10	299.3	299.3	1	52	-0.1	0	4
650.1108	1	10	370	370	1	52	0.1	0	5
651.4274	1	10	301.5	301.5	1	52	0.1	0	6
652.7106	1	10	266.2	266.2	1	52	-0.1	0	7
653.9938	1	21	262.8	262.8	1	52	-0.1	0	0
655.0272	1	10	301.6	301.6	1	52	0.2	0	1
656.0604	1	21	436.3	436.3	1	52	-0.1	0	0
657.3104	1	10	210.3	210.3	1	52	0.1	0	1
658.5602	1	21	-99	-99	1	52	-0.1	0	0
659.291	1	82	n/a	n/a	1	0	1.1642e-10	0	0
659.569	1	82	n/a	n/a	1	0	0	0	0
659.94	1	82	n/a	n/a	1	0	0	0	0
660.059	1	82	n/a	n/a	1	0	0	0	0
660.103	1	82	n/a	n/a	1	0	0	0	0
660.291	1	82	n/a	n/a	1	0	0	0	0
660.539	1	82	n/a	n/a	1	0	0	0	0
660.618	1	82	n/a	n/a	1	0	0	0	0
660.781	1	82	n/a	n/a	1	0	0	0	0
660.912	1	82	n/a	n/a	1	0	0	0	0
662.36	1	10	328.5	328.5	1	52	0	0	1
663.66	1	10	340.6	340.6	1	52	0.1	0	2
664.7432	1	10	297.3	297.3	1	52	-0.1	0	3
665.8264	1	21	-99	-99	1	52	-0.1	0	0
666.9098	1	10	210.7	210.7	1	52	0.2	0	1
