onset	duration	value	response	rt	good	Acu	estim	trial
771.2088	1	12	3	525.6	1	1	3 1 1	8
774.6842	1	11	1	590.6	1	1	1 0 0	1
777.3449	1	11	2	371.6	1	1	0 2 0	2
779.9889	1	11	1	503.2	1	1	1 0 0	3
783.0487	1	12	3	703.1	1	1	2 3 2	1
785.6095	1	12	3	694.6	1	1	3 2 2	2
787.7879	1	12	1	824.8	1	1	2 1 2	3
790.698	1	12	1	899.6	1	1	3 3 1	4
793.2755	1	12	3	679.9	1	1	1 3 1	5
795.853	1	11	3	380.1	1	1	0 0 3	1
797.8319	1	11	1	425.7	1	1	1 0 0	2
799.7276	1	12	3	521.3	1	1	2 3 2	1
803.1033	1	12	2	731.4	1	1	2 1 1	2
806.2462	1	12	3	720.4	1	0	3 3 2	3
808.5909	1	12	3	898.4	1	1	3 2 2	4
810.9356	1	11	1	489.9	1	1	1 0 0	1
814.1782	1	11	1	443.2	1	1	1 0 0	2
817.6537	1	12	3	538.1	1	1	1 3 1	1
821.4784	1	12	1	886.6	1	1	2 2 1	2
824.4051	1	12	3	572.9	1	1	2 3 2	3
827.681	1	12	2	768.2	1	1	3 3 2	4
830.8239	1	12	3	633.2	1	1	2 3 2	5
834.4491	1	12	1	732.3	1	0	2 3 3	6
838.2405	1	12	1	684.4	1	1	3 3 1	7
840.8679	1	12	2	596.2	1	1	1 1 2	8
844.0607	1	11	3	505.1	1	1	0 0 3	1
846.106	1	11	2	539.3	1	1	0 2 0	2
848.3676	1	11	3	415.4	1	1	0 0 3	3
850.5294	1	11	3	436.2	1	1	0 0 3	4
852.608	1	11	1	635.3	1	1	1 0 0	5
856.3662	1	11	3	395.2	1	1	0 0 3	6
860.0079	1	12	2	685.5	1	1	1 1 2	1
862.3027	1	12	3	541.4	1	1	3 1 1	2
864.7971	1	12	2	574.1	1	1	1 1 2	3
868.655	1	11	2	423.4	1	1	0 2 0	1
870.5508	1	11	3	463.3	1	1	0 0 3	2
872.5629	1	11	1	396.4	1	1	1 0 0	3
875.3399	1	11	2	348.7	1	1	0 2 0	4
879.0981	1	11	2	377.1	1	1	0 2 0	5
881.3097	1	11	2	390.2	1	1	0 2 0	6
883.5547	1	11	3	400.8	1	1	0 0 3	7
886.1987	1	12	3	601.5	1	0	3 3 2	1
888.4935	1	12	1	901.7	1	1	3 3 1	2
890.4058	1	12	1	474.2	1	1	3 3 1	3
893.2827	1	12	2	581.1	1	1	3 3 2	4
895.9599	1	12	-99	-99	1	0	2 3 3	5
898.4876	1	11	3	392.2	1	1	0 0 3	1
900.5994	1	11	1	447	1	1	1 0 0	2
902.6116	1	11	3	398.2	1	1	0 0 3	3
904.8898	1	11	3	354.7	1	1	0 0 3	4
908.1989	1	12	3	568	1	0	3 3 2	1
911.9072	1	12	1	835.5	1	0	2 3 3	2
914.8672	1	12	1	661.8	1	1	3 3 1	3
918.3925	1	12	1	1193.6	1	1	2 1 2	4
921.6851	1	12	1	587.1	1	1	2 1 2	5
924.5952	1	11	3	463.4	1	1	0 0 3	1
927.2392	1	11	2	346.4	1	1	0 2 0	2
931.0805	1	11	1	477.1	1	1	1 0 0	3
933.8742	1	11	1	352.6	1	1	1 0 0	4
937.5825	1	11	1	375.8	1	1	1 0 0	5
940.4593	1	11	2	420.4	1	1	0 2 0	6
944.2673	1	12	2	953.9	1	1	2 3 3	1
