onset	duration	value	response	rt	good	TMS	seq
269.3842	1	82	n/a	n/a	1	0	0
269.4772	1	82	n/a	n/a	1	0	0
269.8292	1	82	n/a	n/a	1	0	0
270.0782	1	82	n/a	n/a	1	0	0
270.1452	1	82	n/a	n/a	1	0	0
270.3842	1	82	n/a	n/a	1	0	0
270.4112	1	82	n/a	n/a	1	0	0
270.5372	1	82	n/a	n/a	1	0	0
270.9312	1	82	n/a	n/a	1	0	0
271.2042	1	82	n/a	n/a	1	0	0
272.3582	1	10	n/a	n/a	1	52	1
273.5414	1	10	n/a	n/a	1	52	2
274.658	1	10	n/a	n/a	1	52	3
275.908	1	10	n/a	n/a	1	52	4
277.0912	1	10	n/a	n/a	1	52	5
278.2746	1	21	n/a	n/a	1	52	0
279.3912	1	10	n/a	n/a	1	52	1
280.6078	1	10	n/a	n/a	1	52	2
281.841	1	10	n/a	n/a	1	52	3
283.0742	1	21	n/a	n/a	1	52	0
284.1076	1	10	n/a	n/a	1	52	1
285.1908	1	10	n/a	n/a	1	52	2
286.2908	1	10	n/a	n/a	1	52	3
287.5906	1	10	n/a	n/a	1	52	4
288.674	1	10	n/a	n/a	1	52	5
289.7572	1	21	n/a	n/a	1	52	0
291.0072	1	10	n/a	n/a	1	52	1
292.257	1	21	n/a	n/a	1	52	0
293.407	1	10	n/a	n/a	1	52	1
294.5736	1	21	n/a	n/a	1	52	0
295.6084	1	82	n/a	n/a	1	0	0
295.6994	1	82	n/a	n/a	1	0	0
295.9754	1	82	n/a	n/a	1	0	0
296.1704	1	82	n/a	n/a	1	0	0
296.4924	1	82	n/a	n/a	1	0	0
296.6084	1	82	n/a	n/a	1	0	0
296.8474	1	82	n/a	n/a	1	0	0
296.9514	1	82	n/a	n/a	1	0	0
297.1314	1	82	n/a	n/a	1	0	0
297.4104	1	82	n/a	n/a	1	0	0
298.74	1	10	n/a	n/a	1	52	1
299.89	1	10	n/a	n/a	1	52	2
301.0732	1	10	n/a	n/a	1	52	3
302.2232	1	10	n/a	n/a	1	52	4
303.3564	1	10	n/a	n/a	1	52	5
304.473	1	10	n/a	n/a	1	52	6
305.7396	1	10	n/a	n/a	1	52	7
307.0062	1	21	n/a	n/a	1	52	0
308.1228	1	10	n/a	n/a	1	52	1
309.406	1	10	n/a	n/a	1	52	2
310.4894	1	10	n/a	n/a	1	52	3
311.5726	1	21	n/a	n/a	1	52	0
312.7226	1	10	n/a	n/a	1	52	1
313.8724	1	21	n/a	n/a	1	52	0
315.1224	1	10	n/a	n/a	1	52	1
316.3224	1	10	n/a	n/a	1	52	2
317.4556	1	10	n/a	n/a	1	52	3
318.5888	1	21	n/a	n/a	1	52	0
319.7054	1	10	n/a	n/a	1	52	1
320.8388	1	10	n/a	n/a	1	52	2
321.8224	1	82	n/a	n/a	1	0	0
321.9544	1	82	n/a	n/a	1	0	0
322.3714	1	82	n/a	n/a	1	0	0
322.4624	1	82	n/a	n/a	1	0	0
322.6384	1	82	n/a	n/a	1	0	0
322.8224	1	82	n/a	n/a	1	0	0
322.8654	1	82	n/a	n/a	1	0	0
322.9794	1	82	n/a	n/a	1	0	0
323.3904	1	82	n/a	n/a	1	0	0
323.6814	1	82	n/a	n/a	1	0	0
324.9552	1	10	n/a	n/a	1	52	1
326.2718	1	10	n/a	n/a	1	52	2
327.305	1	10	n/a	n/a	1	52	3
328.5382	1	10	n/a	n/a	1	52	4
329.7216	1	10	n/a	n/a	1	52	5
330.7714	1	10	n/a	n/a	1	52	6
331.938	1	10	n/a	n/a	1	52	7
333.1046	1	21	n/a	n/a	1	52	0
334.3712	1	10	n/a	n/a	1	52	1
335.6046	1	10	n/a	n/a	1	52	2
336.8212	1	10	n/a	n/a	1	52	3
338.0378	1	10	n/a	n/a	1	52	4
339.0876	1	10	n/a	n/a	1	52	5
340.1376	1	21	n/a	n/a	1	52	0
341.2376	1	10	n/a	n/a	1	52	1
342.5042	1	10	n/a	n/a	1	52	2
343.654	1	10	n/a	n/a	1	52	3
344.9706	1	10	n/a	n/a	1	52	4
346.0372	1	10	n/a	n/a	1	52	5
347.1038	1	21	n/a	n/a	1	52	0
347.9746	1	82	n/a	n/a	1	0	0
348.0566	1	82	n/a	n/a	1	0	0
348.2026	1	82	n/a	n/a	1	0	0
348.3276	1	82	n/a	n/a	1	0	0
348.5706	1	82	n/a	n/a	1	0	0
348.9746	1	82	n/a	n/a	1	0	0
349.2976	1	82	n/a	n/a	1	0	0
349.3456	1	82	n/a	n/a	1	0	0
349.6176	1	82	n/a	n/a	1	0	0
349.6876	1	82	n/a	n/a	1	0	0
351.1704	1	10	n/a	n/a	1	52	1
352.4202	1	10	n/a	n/a	1	52	2
353.4868	1	10	n/a	n/a	1	52	3
354.7368	1	10	n/a	n/a	1	52	4
355.8866	1	10	n/a	n/a	1	52	5
357.1032	1	10	n/a	n/a	1	52	6
358.4032	1	10	n/a	n/a	1	52	7
359.7032	1	21	n/a	n/a	1	52	0
360.9864	1	10	n/a	n/a	1	52	1
362.153	1	10	n/a	n/a	1	52	2
363.4696	1	10	n/a	n/a	1	52	3
364.7862	1	21	n/a	n/a	1	52	0
366.0028	1	10	n/a	n/a	1	52	1
367.2194	1	21	n/a	n/a	1	52	0
368.2694	1	10	n/a	n/a	1	52	1
369.3192	1	21	n/a	n/a	1	52	0
370.3692	1	10	n/a	n/a	1	52	1
371.6358	1	10	n/a	n/a	1	52	2
372.8524	1	10	n/a	n/a	1	52	3
374.1356	1	10	n/a	n/a	1	52	4
375.1392	1	82	n/a	n/a	1	0	0
375.4672	1	82	n/a	n/a	1	0	0
375.5282	1	82	n/a	n/a	1	0	0
375.7362	1	82	n/a	n/a	1	0	0
376.0852	1	82	n/a	n/a	1	0	0
376.1392	1	82	n/a	n/a	1	0	0
376.1732	1	82	n/a	n/a	1	0	0
376.2422	1	82	n/a	n/a	1	0	0
376.4732	1	82	n/a	n/a	1	0	0
376.7572	1	82	n/a	n/a	1	0	0
378.2188	1	10	n/a	n/a	1	52	1
379.402	1	10	n/a	n/a	1	52	2
380.5686	1	10	n/a	n/a	1	52	3
381.6852	1	10	n/a	n/a	1	52	4
382.8518	1	10	n/a	n/a	1	52	5
384.035	1	10	n/a	n/a	1	52	6
385.3184	1	10	n/a	n/a	1	52	7
386.6016	1	21	n/a	n/a	1	52	0
387.8348	1	10	n/a	n/a	1	52	1
388.9014	1	10	n/a	n/a	1	52	2
389.968	1	10	n/a	n/a	1	52	3
391.068	1	10	n/a	n/a	1	52	4
392.1346	1	10	n/a	n/a	1	52	5
393.2178	1	10	n/a	n/a	1	52	6
394.3178	1	10	n/a	n/a	1	52	7
395.4178	1	21	n/a	n/a	1	52	0
396.701	1	10	n/a	n/a	1	52	1
398.001	1	10	n/a	n/a	1	52	2
399.2676	1	10	n/a	n/a	1	52	3
400.3342	1	10	n/a	n/a	1	52	4
437.2044	1	82	n/a	n/a	1	0	0
437.4844	1	82	n/a	n/a	1	0	0
437.7064	1	82	n/a	n/a	1	0	0
437.7534	1	82	n/a	n/a	1	0	0
437.8454	1	82	n/a	n/a	1	0	0
438.2044	1	82	n/a	n/a	1	0	0
438.4754	1	82	n/a	n/a	1	0	0
438.6004	1	82	n/a	n/a	1	0	0
438.6564	1	82	n/a	n/a	1	0	0
438.8194	1	82	n/a	n/a	1	0	0
440.2152	1	10	n/a	n/a	1	50	1
441.4318	1	10	n/a	n/a	1	50	2
442.465	1	10	n/a	n/a	1	50	3
443.6982	1	10	n/a	n/a	1	50	4
444.9982	1	10	n/a	n/a	1	50	5
446.1148	1	10	n/a	n/a	1	50	6
447.3648	1	10	n/a	n/a	1	50	7
448.6146	1	21	n/a	n/a	1	50	0
449.798	1	10	n/a	n/a	1	50	1
451.1146	1	10	n/a	n/a	1	50	2
452.431	1	10	n/a	n/a	1	50	3
453.5476	1	10	n/a	n/a	1	50	4
454.6142	1	10	n/a	n/a	1	50	5
455.8142	1	10	n/a	n/a	1	50	6
456.9308	1	10	n/a	n/a	1	50	7
458.0474	1	21	n/a	n/a	1	50	0
459.1974	1	10	n/a	n/a	1	50	1
460.364	1	10	n/a	n/a	1	50	2
461.6138	1	10	n/a	n/a	1	50	3
462.8638	1	21	n/a	n/a	1	50	0
463.9676	1	82	n/a	n/a	1	0	0
464.3956	1	82	n/a	n/a	1	0	0
464.6196	1	82	n/a	n/a	1	0	0
464.6406	1	82	n/a	n/a	1	0	0
464.8196	1	82	n/a	n/a	1	0	0
464.9676	1	82	n/a	n/a	1	0	0
465.3706	1	82	n/a	n/a	1	0	0
465.4146	1	82	n/a	n/a	1	0	0
465.5676	1	82	n/a	n/a	1	0	0
465.6986	1	82	n/a	n/a	1	0	0
467.147	1	10	n/a	n/a	1	50	1
468.1968	1	10	n/a	n/a	1	50	2
469.2968	1	10	n/a	n/a	1	50	3
470.3968	1	21	n/a	n/a	1	50	0
471.5634	1	10	n/a	n/a	1	50	1
472.7966	1	10	n/a	n/a	1	50	2
473.8966	1	10	n/a	n/a	1	50	3
475.1964	1	10	n/a	n/a	1	50	4
476.3298	1	10	n/a	n/a	1	50	5
477.463	1	21	n/a	n/a	1	50	0
478.713	1	10	n/a	n/a	1	50	1
479.9628	1	21	n/a	n/a	1	50	0
481.1128	1	10	n/a	n/a	1	50	1
482.3794	1	10	n/a	n/a	1	50	2
483.6292	1	10	n/a	n/a	1	50	3
484.8792	1	21	n/a	n/a	1	50	0
485.9624	1	10	n/a	n/a	1	50	1
487.0458	1	21	n/a	n/a	1	50	0
488.129	1	10	n/a	n/a	1	50	1
489.3622	1	10	n/a	n/a	1	50	2
490.0878	1	82	n/a	n/a	1	0	0
490.1178	1	82	n/a	n/a	1	0	0
490.4588	1	82	n/a	n/a	1	0	0
490.6708	1	82	n/a	n/a	1	0	0
490.8238	1	82	n/a	n/a	1	0	0
491.0878	1	82	n/a	n/a	1	0	0
491.2568	1	82	n/a	n/a	1	0	0
491.6448	1	82	n/a	n/a	1	0	0
491.7198	1	82	n/a	n/a	1	0	0
491.8278	1	82	n/a	n/a	1	0	0
493.2954	1	10	n/a	n/a	1	50	1
494.362	1	10	n/a	n/a	1	50	2
495.662	1	10	n/a	n/a	1	50	3
496.8286	1	10	n/a	n/a	1	50	4
498.1118	1	10	n/a	n/a	1	50	5
499.395	1	21	n/a	n/a	1	50	0
500.6282	1	10	n/a	n/a	1	50	1
501.7448	1	10	n/a	n/a	1	50	2
502.7782	1	10	n/a	n/a	1	50	3
