onset	duration	value	response	rt	good	TMS	seq
136.0712	1	82	n/a	n/a	1	0	0
136.1892	1	82	n/a	n/a	1	0	0
136.2422	1	82	n/a	n/a	1	0	0
136.4942	1	82	n/a	n/a	1	0	0
136.7812	1	82	n/a	n/a	1	0	0
137.0712	1	82	n/a	n/a	1	0	0
137.1282	1	82	n/a	n/a	1	0	0
137.3072	1	82	n/a	n/a	1	0	0
137.6162	1	82	n/a	n/a	1	0	0
137.9482	1	82	n/a	n/a	1	0	0
139.1402	1	10	n/a	n/a	1	52	1
140.2234	1	10	n/a	n/a	1	52	2
141.3068	1	10	n/a	n/a	1	52	3
142.5566	1	10	n/a	n/a	1	52	4
143.7066	1	10	n/a	n/a	1	52	5
145.0232	1	10	n/a	n/a	1	52	6
146.1564	1	10	n/a	n/a	1	52	7
147.2898	1	21	n/a	n/a	1	52	0
148.3396	1	10	n/a	n/a	1	52	1
149.6562	1	10	n/a	n/a	1	52	2
150.7894	1	10	n/a	n/a	1	52	3
151.8894	1	10	n/a	n/a	1	52	4
153.206	1	10	n/a	n/a	1	52	5
154.4892	1	10	n/a	n/a	1	52	6
155.7558	1	10	n/a	n/a	1	52	7
157.0224	1	21	n/a	n/a	1	52	0
158.2724	1	10	n/a	n/a	1	52	1
159.5724	1	10	n/a	n/a	1	52	2
160.7556	1	10	n/a	n/a	1	52	3
161.9222	1	10	n/a	n/a	1	52	4
162.6536	1	82	n/a	n/a	1	0	0
162.8056	1	82	n/a	n/a	1	0	0
162.9186	1	82	n/a	n/a	1	0	0
163.1006	1	82	n/a	n/a	1	0	0
163.4446	1	82	n/a	n/a	1	0	0
163.6536	1	82	n/a	n/a	1	0	0
163.8116	1	82	n/a	n/a	1	0	0
164.1706	1	82	n/a	n/a	1	0	0
164.4356	1	82	n/a	n/a	1	0	0
164.5656	1	82	n/a	n/a	1	0	0
165.6052	1	10	n/a	n/a	1	52	1
166.7718	1	10	n/a	n/a	1	52	2
168.0052	1	10	n/a	n/a	1	52	3
169.055	1	10	n/a	n/a	1	52	4
170.1384	1	10	n/a	n/a	1	52	5
171.1716	1	10	n/a	n/a	1	52	6
172.4882	1	10	n/a	n/a	1	52	7
173.8048	1	21	n/a	n/a	1	52	0
175.0548	1	10	n/a	n/a	1	52	1
176.3214	1	21	n/a	n/a	1	52	0
177.6546	1	10	n/a	n/a	1	52	1
178.9878	1	21	n/a	n/a	1	52	0
180.2878	1	10	n/a	n/a	1	52	1
181.421	1	10	n/a	n/a	1	52	2
182.7042	1	10	n/a	n/a	1	52	3
183.9876	1	10	n/a	n/a	1	52	4
185.2874	1	10	n/a	n/a	1	52	5
186.5874	1	21	n/a	n/a	1	52	0
187.904	1	10	n/a	n/a	1	52	1
189.1206	1	10	n/a	n/a	1	52	2
190.0552	1	82	n/a	n/a	1	0	0
190.3352	1	82	n/a	n/a	1	0	0
190.7252	1	82	n/a	n/a	1	0	0
190.9022	1	82	n/a	n/a	1	0	0
190.9432	1	82	n/a	n/a	1	0	0
191.0554	1	82	n/a	n/a	1	0	0
191.1734	1	82	n/a	n/a	1	0	0
191.4704	1	82	n/a	n/a	1	0	0
191.8204	1	82	n/a	n/a	1	0	0
191.9662	1	82	n/a	n/a	1	0	0
193.0536	1	10	n/a	n/a	1	52	1
194.1036	1	10	n/a	n/a	1	52	2
195.4036	1	10	n/a	n/a	1	52	3
196.7034	1	21	n/a	n/a	1	52	0
197.9368	1	10	n/a	n/a	1	52	1
199.17	1	21	n/a	n/a	1	52	0
200.2032	1	10	n/a	n/a	1	52	1
201.3532	1	10	n/a	n/a	1	52	2
202.4198	1	10	n/a	n/a	1	52	3
203.7196	1	10	n/a	n/a	1	52	4
204.903	1	10	n/a	n/a	1	52	5
206.0862	1	21	n/a	n/a	1	52	0
207.3528	1	10	n/a	n/a	1	52	1
208.6194	1	21	n/a	n/a	1	52	0
209.736	1	10	n/a	n/a	1	52	1
211.0026	1	10	n/a	n/a	1	52	2
212.2692	1	10	n/a	n/a	1	52	3
213.4024	1	10	n/a	n/a	1	52	4
214.6024	1	10	n/a	n/a	1	52	5
215.7024	1	10	n/a	n/a	1	52	6
216.6828	1	82	n/a	n/a	1	0	0
217.0068	1	82	n/a	n/a	1	0	0
217.1678	1	82	n/a	n/a	1	0	0
217.5998	1	82	n/a	n/a	1	0	0
217.6238	1	82	n/a	n/a	1	0	0
217.6828	1	82	n/a	n/a	1	0	0
217.7948	1	82	n/a	n/a	1	0	0
217.8818	1	82	n/a	n/a	1	0	0
218.0168	1	82	n/a	n/a	1	0	0
218.2428	1	82	n/a	n/a	1	0	0
219.7854	1	10	n/a	n/a	1	52	1
221.002	1	21	n/a	n/a	1	52	0
222.252	1	10	n/a	n/a	1	52	1
223.5018	1	10	n/a	n/a	1	52	2
224.8018	1	10	n/a	n/a	1	52	3
226.1016	1	10	n/a	n/a	1	52	4
227.4016	1	10	n/a	n/a	1	52	5
228.5182	1	10	n/a	n/a	1	52	6
229.7014	1	10	n/a	n/a	1	52	7
230.8848	1	21	n/a	n/a	1	52	0
232.018	1	10	n/a	n/a	1	52	1
233.1512	1	21	n/a	n/a	1	52	0
234.2512	1	10	n/a	n/a	1	52	1
235.3678	1	21	n/a	n/a	1	52	0
236.4678	1	10	n/a	n/a	1	52	1
237.5676	1	21	n/a	n/a	1	52	0
238.601	1	10	n/a	n/a	1	52	1
239.9008	1	10	n/a	n/a	1	52	2
241.0674	1	10	n/a	n/a	1	52	3
242.284	1	10	n/a	n/a	1	52	4
243.3766	1	82	n/a	n/a	1	0	0
243.7026	1	82	n/a	n/a	1	0	0
243.7586	1	82	n/a	n/a	1	0	0
244.0346	1	82	n/a	n/a	1	0	0
244.1896	1	82	n/a	n/a	1	0	0
244.3766	1	82	n/a	n/a	1	0	0
244.7326	1	82	n/a	n/a	1	0	0
244.8386	1	82	n/a	n/a	1	0	0
245.1646	1	82	n/a	n/a	1	0	0
245.2276	1	82	n/a	n/a	1	0	0
246.3838	1	10	n/a	n/a	1	52	1
247.567	1	10	n/a	n/a	1	52	2
248.8504	1	10	n/a	n/a	1	52	3
250.1336	1	21	n/a	n/a	1	52	0
251.4336	1	10	n/a	n/a	1	52	1
252.6168	1	10	n/a	n/a	1	52	2
253.9334	1	10	n/a	n/a	1	52	3
255.2166	1	10	n/a	n/a	1	52	4
256.25	1	10	n/a	n/a	1	52	5
257.2832	1	21	n/a	n/a	1	52	0
258.4164	1	10	n/a	n/a	1	52	1
259.5164	1	10	n/a	n/a	1	52	2
260.5496	1	10	n/a	n/a	1	52	3
261.583	1	21	n/a	n/a	1	52	0
262.8996	1	10	n/a	n/a	1	52	1
263.9994	1	10	n/a	n/a	1	52	2
265.0328	1	10	n/a	n/a	1	52	3
266.066	1	21	n/a	n/a	1	52	0
267.366	1	10	n/a	n/a	1	52	1
268.5492	1	10	n/a	n/a	1	52	2
288.7524	1	82	n/a	n/a	1	0	0
289.1444	1	82	n/a	n/a	1	0	0
289.1694	1	82	n/a	n/a	1	0	0
289.2254	1	82	n/a	n/a	1	0	0
289.3134	1	82	n/a	n/a	1	0	0
289.7524	1	82	n/a	n/a	1	0	0
290.1274	1	82	n/a	n/a	1	0	0
290.2494	1	82	n/a	n/a	1	0	0
290.3484	1	82	n/a	n/a	1	0	0
290.4044	1	82	n/a	n/a	1	0	0
291.7312	1	10	n/a	n/a	1	50	1
292.7978	1	10	n/a	n/a	1	50	2
293.9644	1	10	n/a	n/a	1	50	3
