onset	duration	value	response	rt	good	Acu	estim	trial
0.0155	1	11	2	517.4	1	1	0 2 0	1
3.3413	1	11	3	526.7	1	1	0 0 3	2
6.9831	1	11	2	493	1	1	0 2 0	3
9.3444	1	11	2	508.9	1	1	0 2 0	4
11.8388	1	11	2	409.4	1	1	0 2 0	5
14.832	1	11	1	372.7	1	1	1 0 0	6
16.9605	1	11	1	401.8	1	1	1 0 0	7
19.6212	1	11	1	402.2	1	1	1 0 0	8
22.7973	1	12	3	832.5	1	1	3 1 1	1
25.142	1	12	3	832.5	1	1	2 3 2	2
27.8692	1	12	3	550.6	1	1	3 2 2	3
30.5797	1	12	3	644.5	1	1	1 3 1	4
32.9078	1	12	1	756.2	1	0	2 3 3	5
36.2003	1	12	2	947	1	1	3 3 2	6
38.279	1	12	2	1045	1	1	2 3 3	7
41.6048	1	11	1	496.7	1	1	1 0 0	1
45.3796	1	11	3	674.5	1	1	0 0 3	2
48.9049	1	11	2	605.4	1	1	0 2 0	3
52.6299	1	11	2	449.9	1	1	0 2 0	4
56.4712	1	12	2	811.6	1	1	3 3 2	1
59.5808	1	12	3	1192.3	1	1	2 3 2	2
62.6572	1	12	3	675.9	1	1	1 3 1	3
64.636	1	11	1	503.4	1	1	1 0 0	1
66.9308	1	11	1	434.2	1	1	1 0 0	2
69.5083	1	11	2	456.8	1	1	0 2 0	3
73.0337	1	11	2	475.7	1	1	0 2 0	4
76.1766	1	11	2	408.6	1	1	0 2 0	5
79.6188	1	11	3	524.9	1	1	0 0 3	6
81.9968	1	12	2	808.1	1	0	3 1 1	1
85.3226	1	12	3	649.2	1	1	1 3 1	2
88.5652	1	12	3	743.6	1	1	3 2 2	3
91.2924	1	12	2	751.7	1	1	2 3 3	4
93.5207	1	12	1	640.9	1	0	2 3 3	5
96.4807	1	11	1	546.4	1	1	1 0 0	1
98.8254	1	11	3	491.5	1	1	0 0 3	2
101.1202	1	11	2	594.8	1	1	0 2 0	3
103.2321	1	11	1	477	1	1	1 0 0	4
105.1055	1	11	3	669.3	1	1	0 0 3	5
107.356	1	12	2	805.7	1	1	2 3 3	1
110.0167	1	12	2	735	1	1	1 1 2	2
113.7915	1	12	2	894.1	1	1	2 1 1	3
117.0508	1	12	1	693.4	1	1	2 2 1	4
120.7591	1	12	2	671.8	1	1	2 1 1	5
122.9541	1	12	2	800.5	1	1	2 3 3	6
126.679	1	11	2	520.8	1	1	0 2 0	1
129.7388	1	11	2	477.6	1	1	0 2 0	2
132.2996	1	11	2	414.7	1	1	0 2 0	3
136.0744	1	12	3	772.1	1	1	3 1 1	1
139.8991	1	12	3	881.5	1	1	2 3 2	2
143.6905	1	12	2	925.3	1	1	2 3 3	3
145.7027	1	12	2	982.8	1	1	3 3 2	4
148.197	1	12	2	618.1	1	0	3 1 1	5
150.6249	1	12	3	674	1	1	3 2 2	6
154.1835	1	12	3	632.7	1	1	3 1 1	7
