onset	duration	value	response	rt	good	TMS	seq
57.3348	1	81	n/a	n/a	1	0	0
57.5348	1	81	n/a	n/a	1	0	0
57.7348	1	81	n/a	n/a	1	0	0
57.9348	1	81	n/a	n/a	1	0	0
58.1348	1	81	n/a	n/a	1	0	0
58.3348	1	81	n/a	n/a	1	0	0
58.5348	1	81	n/a	n/a	1	0	0
58.7348	1	81	n/a	n/a	1	0	0
58.9348	1	81	n/a	n/a	1	0	0
59.1348	1	81	n/a	n/a	1	0	0
60.4898	1	10	n/a	n/a	1	51	1
61.7064	1	10	n/a	n/a	1	51	2
62.8562	1	10	n/a	n/a	1	51	3
63.9562	1	10	n/a	n/a	1	51	4
65.2062	1	10	n/a	n/a	1	51	5
66.4394	1	10	n/a	n/a	1	51	6
67.5894	1	10	n/a	n/a	1	51	7
68.7392	1	21	n/a	n/a	1	51	0
70.0726	1	10	n/a	n/a	1	51	1
71.2558	1	10	n/a	n/a	1	51	2
72.339	1	10	n/a	n/a	1	51	3
73.4224	1	21	n/a	n/a	1	51	0
74.4556	1	10	n/a	n/a	1	51	1
75.7056	1	10	n/a	n/a	1	51	2
76.7388	1	10	n/a	n/a	1	51	3
77.7888	1	10	n/a	n/a	1	51	4
79.0886	1	10	n/a	n/a	1	51	5
80.3886	1	21	n/a	n/a	1	51	0
81.5886	1	10	n/a	n/a	1	51	1
82.7718	1	10	n/a	n/a	1	51	2
91.6402	1	81	n/a	n/a	1	0	0
91.8402	1	81	n/a	n/a	1	0	0
92.0402	1	81	n/a	n/a	1	0	0
92.2402	1	81	n/a	n/a	1	0	0
92.4402	1	81	n/a	n/a	1	0	0
92.6402	1	81	n/a	n/a	1	0	0
92.8402	1	81	n/a	n/a	1	0	0
93.0402	1	81	n/a	n/a	1	0	0
93.2402	1	81	n/a	n/a	1	0	0
93.4402	1	81	n/a	n/a	1	0	0
94.7044	1	10	n/a	n/a	1	51	1
95.771	1	10	n/a	n/a	1	51	2
96.821	1	10	n/a	n/a	1	51	3
97.8708	1	21	n/a	n/a	1	51	0
99.1708	1	10	n/a	n/a	1	51	1
100.4708	1	10	n/a	n/a	1	51	2
101.7872	1	10	n/a	n/a	1	51	3
103.0538	1	10	n/a	n/a	1	51	4
104.1204	1	10	n/a	n/a	1	51	5
105.2204	1	10	n/a	n/a	1	51	6
106.537	1	10	n/a	n/a	1	51	7
107.8536	1	21	n/a	n/a	1	51	0
109.1368	1	10	n/a	n/a	1	51	1
110.4368	1	10	n/a	n/a	1	51	2
111.47	1	10	n/a	n/a	1	51	3
112.8032	1	10	n/a	n/a	1	51	4
114.0532	1	10	n/a	n/a	1	51	5
115.2364	1	10	n/a	n/a	1	51	6
116.353	1	10	n/a	n/a	1	51	7
117.4696	1	21	n/a	n/a	1	51	0
128.9602	1	81	n/a	n/a	1	0	0
129.1602	1	81	n/a	n/a	1	0	0
129.3602	1	81	n/a	n/a	1	0	0
129.5602	1	81	n/a	n/a	1	0	0
129.7602	1	81	n/a	n/a	1	0	0
129.9602	1	81	n/a	n/a	1	0	0
130.1602	1	81	n/a	n/a	1	0	0
130.3602	1	81	n/a	n/a	1	0	0
130.5602	1	81	n/a	n/a	1	0	0
130.7602	1	81	n/a	n/a	1	0	0
132.0188	1	10	n/a	n/a	1	51	1
133.1854	1	21	n/a	n/a	1	51	0
134.2354	1	10	n/a	n/a	1	51	1
135.352	1	10	n/a	n/a	1	51	2
136.5186	1	10	n/a	n/a	1	51	3
137.5852	1	10	n/a	n/a	1	51	4
138.6518	1	10	n/a	n/a	1	51	5
139.7184	1	10	n/a	n/a	1	51	6
141.0016	1	10	n/a	n/a	1	51	7
142.2848	1	21	n/a	n/a	1	51	0
143.3348	1	10	n/a	n/a	1	51	1
144.4014	1	10	n/a	n/a	1	51	2
145.5346	1	10	n/a	n/a	1	51	3
146.8346	1	10	n/a	n/a	1	51	4
148.0846	1	10	n/a	n/a	1	51	5
149.3344	1	21	n/a	n/a	1	51	0
150.551	1	10	n/a	n/a	1	51	1
151.7676	1	21	n/a	n/a	1	51	0
153.0842	1	10	n/a	n/a	1	51	1
154.2174	1	10	n/a	n/a	1	51	2
165.1672	1	81	n/a	n/a	1	0	0
165.3672	1	81	n/a	n/a	1	0	0
165.5672	1	81	n/a	n/a	1	0	0
165.7672	1	81	n/a	n/a	1	0	0
165.9672	1	81	n/a	n/a	1	0	0
166.1672	1	81	n/a	n/a	1	0	0
166.3672	1	81	n/a	n/a	1	0	0
166.5672	1	81	n/a	n/a	1	0	0
166.7672	1	81	n/a	n/a	1	0	0
166.9672	1	81	n/a	n/a	1	0	0
168.2334	1	10	n/a	n/a	1	51	1
