onset	duration	value	response	rt	good	Acu	estim	trial
288.6517	1	11	1	423.4	1	1	1 0 0	4
291.329	1	11	3	527.6	1	1	0 0 3	5
293.7568	1	12	3	634.9	1	1	3 1 1	1
295.6858	1	12	3	585.3	1	1	3 2 2	2
297.9307	1	12	2	664	1	1	1 1 2	3
301.7554	1	12	3	671	1	1	2 3 2	4
304.7154	1	11	2	588.4	1	1	0 2 0	1
307.2762	1	11	1	432.7	1	1	1 0 0	2
310.5355	1	11	2	497.3	1	1	0 2 0	3
313.2294	1	11	1	477.6	1	1	1 0 0	4
316.5386	1	11	1	440.5	1	1	1 0 0	5
319.1494	1	11	1	414.9	1	1	1 0 0	6
322.6415	1	12	1	688.4	1	1	2 2 1	1
326.3997	1	12	2	680.7	1	1	3 3 2	2
328.6778	1	12	1	579.4	1	1	3 1 3	3
331.0558	1	11	2	568.2	1	1	0 2 0	1
333.9492	1	11	3	428.1	1	1	0 0 3	2
337.3748	1	11	1	444.8	1	1	1 0 0	3
340.3348	1	11	1	447.3	1	1	1 0 0	4
343.4112	1	11	1	395.5	1	1	1 0 0	5
347.0031	1	11	1	458	1	0	0 2 0	6
349.2313	1	11	2	485.5	1	1	0 2 0	7
352.8731	1	11	3	470.1	1	1	0 0 3	8
355.8164	1	12	1	610.7	1	1	2 2 1	1
358.4106	1	12	2	663.6	1	1	2 1 1	2
360.4227	1	12	2	496.7	1	1	2 1 1	3
364.1642	1	12	1	651.9	1	1	2 1 2	4
368.0222	1	12	3	580.8	1	1	3 2 2	5
370.5332	1	12	2	653.7	1	1	3 3 2	6
372.9277	1	12	2	622.2	1	1	2 3 3	7
376.2702	1	11	1	645.7	1	1	1 0 0	1
378.9142	1	11	3	515.8	1	1	0 0 3	2
381.1758	1	11	1	657	1	1	1 0 0	3
385.0337	1	11	3	492.5	1	1	0 0 3	4
388.7752	1	11	1	507.8	1	1	1 0 0	5
391.6022	1	11	1	456.8	1	1	1 0 0	6
394.7617	1	11	3	594.5	1	1	0 0 3	7
397.4223	1	11	3	450.2	1	1	0 0 3	8
400.665	1	12	3	876.8	1	0	1 1 2	1
404.2901	1	12	1	801.9	1	1	2 2 1	2
406.5683	1	12	2	647.5	1	0	2 3 2	3
408.8631	1	12	1	691.4	1	1	3 3 1	4
410.9584	1	11	2	637.6	1	1	0 2 0	1
413.1867	1	11	1	522.1	1	1	1 0 0	2
415.1655	1	11	1	414.4	1	1	1 0 0	3
417.5102	1	11	2	538.7	1	1	0 2 0	4
419.7219	1	11	1	473.7	1	1	1 0 0	5
423.4634	1	11	1	453.4	1	1	1 0 0	6
426.2239	1	11	3	483.4	1	1	0 0 3	7
428.8513	1	12	2	927.7	1	1	3 3 2	1
431.013	1	12	1	575.2	1	1	2 2 1	2
434.8876	1	12	2	812.8	1	1	2 3 3	3
438.6458	1	11	2	587.8	1	1	0 2 0	1
441.8385	1	11	1	477.8	1	1	1 0 0	2
445.5302	1	11	2	459.6	1	1	0 2 0	3
449.3881	1	11	1	482.4	1	1	1 0 0	4
452.847	1	11	2	490.7	1	1	0 2 0	5
455.4245	1	12	1	625.6	1	1	3 3 1	1
457.4865	1	12	3	667.2	1	1	3 1 1	2
460.6793	1	12	1	698.2	1	1	2 1 2	3
464.5206	1	12	1	625.4	1	1	2 1 2	4
467.597	1	12	2	688.8	1	1	3 3 2	5
470.8064	1	12	1	653.4	1	1	3 3 1	6
473.4171	1	11	3	634.7	1	1	0 0 3	1
475.9115	1	11	2	618.3	1	1	0 2 0	2
479.3371	1	11	2	671	1	1	0 2 0	3
482.8624	1	12	2	790.1	1	1	2 1 1	1
486.0552	1	12	2	652.5	1	1	1 1 2	2
488.7159	1	12	2	668.6	1	1	3 3 2	3
492.3077	1	12	2	564	1	1	3 3 2	4
495.2344	1	12	3	883.4	1	1	2 3 2	5
497.5791	1	12	2	597.1	1	1	3 3 2	6
500.905	1	11	1	617.3	1	1	1 0 0	1
503.4825	1	11	3	588.8	1	1	0 0 3	2
505.7606	1	11	2	540.6	1	1	0 2 0	3
508.9202	1	11	2	525.6	1	1	0 2 0	4
512.1628	1	11	2	470	1	1	0 2 0	5
514.2747	1	11	3	427.5	1	1	0 0 3	6
517.1183	1	11	3	449.4	1	1	0 0 3	7
519.9619	1	11	3	431.4	1	1	0 0 3	8
523.1879	1	12	3	636.4	1	1	3 2 2	1
525.8984	1	12	1	764.3	1	0	2 3 3	2
528.0935	1	12	2	532.6	1	0	2 3 2	3
530.8705	1	12	1	671.1	1	1	2 2 1	4
533.0655	1	12	3	661.9	1	1	2 3 2	5
536.092	1	11	1	509.9	1	1	1 0 0	1
538.6695	1	11	1	501.4	1	1	1 0 0	2
541.6461	1	11	1	500.4	1	1	1 0 0	3
544.9886	1	11	2	598.3	1	1	0 2 0	4
547.2335	1	12	2	973.6	1	1	1 1 2	1
550.975	1	12	1	613.1	1	1	2 2 1	2
554.1346	1	12	2	912.6	1	1	2 3 3	3
557.8096	1	12	1	634.9	1	1	3 3 1	4
560.3538	1	12	1	650.7	1	1	2 1 2	5
563.4468	1	12	1	598.4	1	1	2 2 1	6
566.7726	1	12	2	896	1	1	2 1 1	7
568.9178	1	11	1	470.8	1	1	1 0 0	1
571.2791	1	11	1	629.7	1	1	1 0 0	2
574.3721	1	11	2	595.3	1	1	0 2 0	3
577.9972	1	11	3	523.8	1	1	0 0 3	4
581.0404	1	11	3	525.1	1	1	0 0 3	5
583.5181	1	12	2	935.9	1	1	3 3 2	1
586.5279	1	12	2	578.4	1	1	2 1 1	2
588.5401	1	12	1	966	1	1	3 1 3	3
592.0155	1	12	3	737.5	1	1	3 2 2	4
595.5742	1	12	1	590.1	1	1	2 2 1	5
598.3845	1	12	1	691.3	1	1	3 1 3	6
601.9764	1	12	3	642.7	1	1	1 3 1	7
604.7368	1	11	2	543.6	1	1	0 2 0	1
606.9484	1	11	1	556.4	1	1	1 0 0	2
609.7089	1	11	2	448.6	1	1	0 2 0	3
612.8185	1	11	3	501.5	1	1	0 0 3	4
615.4126	1	11	3	417.6	1	1	0 0 3	5
617.6908	1	11	2	546.2	1	1	0 2 0	6
621.1829	1	11	2	485.3	1	1	0 2 0	7
623.8602	1	11	2	407.5	1	1	0 2 0	8
626.2714	1	12	2	926.4	1	0	1 3 1	1
629.3977	1	12	3	626.6	1	1	2 3 2	2
632.9895	1	12	1	729.4	1	1	2 1 2	3
635.2178	1	11	3	583.6	1	1	0 0 3	1
637.1302	1	11	2	540.5	1	1	0 2 0	2
639.3252	1	11	3	480	1	1	0 0 3	3
642.9005	1	11	3	425.1	1	1	0 0 3	4
646.1265	1	12	1	606.2	1	1	3 3 1	1
648.7871	1	12	1	619.6	1	1	3 3 1	2
651.4478	1	12	2	591.2	1	0	3 2 2	3
653.6927	1	12	3	643.3	1	1	3 2 2	4
657.1183	1	12	2	734.7	1	1	3 3 2	5
659.5794	1	12	3	644.8	1	1	3 2 2	6
662.3731	1	11	3	628.4	1	1	0 0 3	1
664.4683	1	11	3	503.5	1	1	0 0 3	2
666.7465	1	11	1	426	1	1	1 0 0	3
670.5546	1	11	1	439.5	1	1	1 0 0	4
672.6332	1	11	2	500.6	1	1	0 2 0	5
676.2251	1	12	3	690.4	1	1	2 3 2	1
679.6008	1	12	2	986	1	1	2 1 1	2
681.5963	1	12	3	581.5	1	1	1 3 1	3
683.5086	1	12	3	611.6	1	1	2 3 2	4
687.2834	1	11	3	584.2	1	1	0 0 3	1
689.678	1	11	3	443.3	1	1	0 0 3	2
692.1225	1	11	3	423.8	1	1	0 0 3	3
695.8141	1	11	2	604.9	1	1	0 2 0	4
699.6055	1	11	2	429.9	1	1	0 2 0	5
702.8648	1	11	3	396.7	1	1	0 0 3	6
706.6895	1	11	1	420.5	1	1	1 0 0	7
710.431	1	11	1	458.7	1	1	1 0 0	8
714.0063	1	12	3	600.7	1	1	2 3 2	1
716.2179	1	12	1	782.2	1	1	3 1 3	2
719.2777	1	12	3	465.6	1	0	3 3 1	3
721.8885	1	12	1	558	1	1	2 1 2	4
724.2664	1	12	3	698.2	1	0	2 3 3	5
728.1077	1	12	3	655.5	1	1	1 3 1	6
730.9014	1	12	3	522.9	1	1	1 3 1	7
734.5265	1	11	2	566.4	1	1	0 2 0	1
736.9544	1	11	1	470.4	1	1	1 0 0	2
739.2658	1	11	1	405.7	1	1	1 0 0	3
741.3611	1	11	2	469.1	1	1	0 2 0	4
744.4707	1	11	2	472.2	1	1	0 2 0	5
748.1956	1	11	1	495.8	1	1	1 0 0	6
751.8208	1	12	3	613.3	1	1	3 1 1	1
754.7142	1	12	2	770.4	1	1	2 3 3	2
758.5888	1	12	3	646.3	1	1	2 3 2	3
760.6342	1	11	1	488.3	1	1	1 0 0	1
763.6939	1	11	1	446.3	1	1	1 0 0	2
767.1195	1	11	2	497.9	1	1	0 2 0	3
770.0296	1	11	1	440.5	1	1	1 0 0	4
772.9729	1	11	3	395.7	1	1	0 0 3	5
776.2322	1	11	1	433.2	1	1	1 0 0	6
779.7908	1	11	1	404.9	1	1	1 0 0	7
783.0668	1	12	2	996.7	1	0	3 1 3	1
786.9081	1	12	1	670.5	1	1	3 1 3	2
789.9013	1	12	2	799.6	1	1	3 3 2	3
793.5431	1	12	1	636.7	1	0	3 3 2	4
796.3201	1	11	1	477.8	1	1	1 0 0	1
798.6648	1	11	3	467.8	1	1	0 0 3	2
801.8243	1	11	2	448.4	1	1	0 2 0	3
804.7344	1	11	3	501.7	1	1	0 0 3	4
807.8108	1	11	2	465	1	1	0 2 0	5
810.1222	1	11	2	465.4	1	1	0 2 0	6
812.5999	1	11	1	469.7	1	1	1 0 0	7
816.4413	1	11	2	479.1	1	1	0 2 0	8
820.3158	1	12	2	894.1	1	1	2 1 1	1
823.5751	1	12	2	539.9	1	1	2 1 1	2
826.9841	1	12	3	585.3	1	0	2 2 1	3
830.2766	1	11	1	486.6	1	1	1 0 0	1
833.7854	1	11	1	710.3	1	1	1 0 0	2
836.895	1	11	2	539.3	1	1	0 2 0	3
839.2896	1	11	1	492.8	1	1	1 0 0	4
842.0334	1	11	3	464.4	1	1	0 0 3	5
844.9102	1	12	2	716.1	1	1	2 3 3	1
846.9389	1	12	2	795.3	1	1	2 1 1	2
849.3169	1	12	1	797.7	1	1	3 1 3	3
852.6926	1	12	3	704.3	1	1	3 2 2	4
855.4364	1	12	2	614.4	1	1	2 3 3	5
858.9451	1	12	1	590.9	1	1	3 1 3	6
