name	x	y	z	impedance 
Fp1 	47.775 	 147.400 	 122.972 	0.000 
Fp2 	54.707 	 94.407 	 127.236 	0.000 
F3 	81.848 	 162.403 	 80.564 	0.000 
F4 	89.594 	 77.228 	 90.460 	1.000 
C3 	134.969 	 176.564 	 66.768 	1.000 
C4 	143.206 	 63.981 	 76.546 	3.000 
P3 	201.168 	 169.907 	 71.870 	2.000 
P4 	204.709 	 80.202 	 79.965 	5.000 
O1 	233.944 	 151.711 	 116.120 	4.000 
O2 	233.591 	 98.599 	 121.286 	5.000 
F7 	87.442 	 187.377 	 123.063 	3.000 
F8 	97.236 	 62.365 	 131.581 	3.000 
T7 	141.067 	 205.385 	 122.776 	3.000 
T8 	152.182 	 48.035 	 133.854 	2.000 
P7 	197.189 	 193.450 	 122.244 	2.000 
P8 	203.503 	 66.363 	 127.037 	5.000 
Fz 	78.041 	 117.159 	 69.499 	1.000 
Cz 	139.150 	 123.252 	 46.870 	3.000 
Pz 	201.204 	 126.019 	 59.809 	2.000 
Iz 	236.010 	 127.991 	 153.565 	4.000 
FC1 	108.050 	 144.249 	 56.421 	2.000 
FC2 	110.454 	 93.218 	 62.842 	3.000 
CP1 	165.369 	 152.052 	 51.097 	3.000 
CP2 	168.985 	 94.406 	 54.489 	2.000 
FC5 	109.504 	 191.158 	 97.536 	3.000 
FC6 	117.378 	 55.582 	 107.785 	2.000 
CP5 	169.829 	 199.690 	 91.338 	3.000 
CP6 	178.862 	 57.090 	 95.203 	2.000 
TP9 	176.119 	 195.552 	 153.708 	2.000 
TP10 	179.066 	 62.768 	 159.827 	2.000 
31 	177.327 	 188.412 	 179.791 	4.000 
32 	181.605 	 66.440 	 174.003 	3.000 
F1 	80.580 	 138.620 	 69.026 	1.000 
F2 	85.933 	 94.481 	 75.058 	2.000 
C1 	134.706 	 147.388 	 50.512 	3.000 
C2 	141.861 	 88.812 	 58.523 	3.000 
P1 	195.685 	 150.718 	 59.374 	2.000 
P2 	200.304 	 100.849 	 63.058 	3.000 
AF3 	59.311 	 148.086 	 93.032 	0.000 
AF4 	65.103 	 92.057 	 98.056 	2.000 
FC3 	106.733 	 170.345 	 70.403 	1.000 
FC4 	114.552 	 71.693 	 79.685 	4.000 
CP3 	166.840 	 180.834 	 66.433 	1.000 
CP4 	175.496 	 69.722 	 70.548 	5.000 
PO3 	222.749 	 159.163 	 90.286 	4.000 
PO4 	224.391 	 98.366 	 93.081 	6.000 
F5 	79.987 	 177.260 	 103.780 	2.000 
F6 	94.396 	 64.724 	 116.466 	1.000 
C5 	137.938 	 198.669 	 90.817 	2.000 
C6 	148.598 	 50.871 	 101.748 	3.000 
P5 	204.130 	 186.661 	 95.064 	2.000 
P6 	206.933 	 69.774 	 99.336 	3.000 
AF7 	66.739 	 173.677 	 124.888 	2.000 
AF8 	73.797 	 74.982 	 131.835 	3.000 
FT7 	113.916 	 200.239 	 121.774 	2.000 
FT8 	125.935 	 51.835 	 134.315 	3.000 
TP7 	174.252 	 200.441 	 122.524 	1.000 
TP8 	179.375 	 56.054 	 130.581 	3.000 
PO7 	221.783 	 176.687 	 119.515 	5.000 
PO8 	223.776 	 84.381 	 126.877 	5.000 
Fpz 	45.502 	 121.037 	 122.470 	1.000 
CPz 	172.042 	 121.617 	 47.593 	3.000 
POz 	224.333 	 127.987 	 84.419 	3.000 
Oz 	236.805 	 127.996 	 116.164 	6.000 
