onset	duration	value	response	rt	good	Acu	estim	trial
0.015	1	11	3	776.8	1	1	0 0 3	1
2.8087	1	11	1	490.1	1	1	1 0 0	2
5.7687	1	11	1	447.6	1	1	1 0 0	3
8.9282	1	11	3	517.1	1	1	0 0 3	4
12.7196	1	11	2	447.1	1	1	0 2 0	5
16.3448	1	11	3	475.5	1	1	0 0 3	6
18.44	1	11	3	395.8	1	1	0 0 3	7
20.502	1	12	3	840.7	1	1	1 3 1	1
24.044	1	12	2	718.1	1	0	2 1 2	2
27.8188	1	12	2	882.8	1	0	2 1 2	3
30.1635	1	11	2	578.7	1	1	0 2 0	1
33.0736	1	11	3	463.9	1	1	0 0 3	2
35.4515	1	11	3	419.9	1	1	0 0 3	3
38.7275	1	11	2	403.8	1	1	0 2 0	4
41.6209	1	11	2	384.9	1	1	0 2 0	5
44.2649	1	11	2	304.1	1	1	0 2 0	6
47.4577	1	12	3	746.7	1	1	3 2 2	1
50.8002	1	12	3	779.3	1	1	1 3 1	2
54.1925	1	12	2	675.9	1	0	2 2 1	3
56.2711	1	12	2	753.1	1	1	2 3 3	4
58.4163	1	12	3	734.4	1	1	2 3 2	5
61.0437	1	11	3	534.8	1	1	0 0 3	1
63.3717	1	11	1	522.7	1	1	1 0 0	2
66.3317	1	11	3	419.2	1	1	0 0 3	3
69.2584	1	11	2	443	1	1	0 2 0	4
71.5865	1	12	3	585	1	1	2 3 2	1
75.3114	1	12	1	584.6	1	1	3 3 1	2
77.8057	1	12	1	645.8	1	0	3 1 1	3
81.5639	1	12	2	736.8	1	1	1 1 2	4
84.8066	1	12	1	613.1	1	1	2 1 2	5
88.282	1	12	1	638.9	1	0	2 1 1	6
90.1611	1	12	1	692.9	1	1	3 3 1	7
93.9193	1	12	1	512.3	1	1	2 2 1	8
96.6298	1	11	1	567.1	1	1	1 0 0	1
98.8082	1	11	2	528.4	1	1	0 2 0	2
101.2195	1	11	1	405.7	1	1	1 0 0	3
103.5143	1	12	3	725.6	1	1	2 3 2	1
106.1084	1	12	1	569	1	1	3 3 1	2
109.0185	1	12	2	638.5	1	1	2 3 3	3
111.147	1	12	1	615.6	1	1	2 2 1	4
113.4917	1	12	3	730.8	1	1	1 3 1	5
116.9838	1	12	3	627.8	1	1	3 1 1	6
119.4782	1	12	1	610.5	1	0	3 1 1	7
122.4215	1	12	1	624.7	1	1	3 3 1	8
125.4147	1	11	3	484.1	1	1	0 0 3	1
127.4767	1	11	1	606.8	1	1	1 0 0	2
129.4888	1	11	3	464.8	1	1	0 0 3	3
132.5652	1	11	3	475.1	1	1	0 0 3	4
135.7414	1	11	1	563	1	1	1 0 0	5
138.8344	1	11	3	528.5	1	1	0 0 3	6
142.4263	1	12	3	614.3	1	1	3 1 1	1
145.2864	1	12	2	735.6	1	1	2 1 1	2
148.1466	1	12	1	604	1	1	3 1 3	3
150.1754	1	12	1	574.5	1	1	2 2 1	4
154.05	1	12	3	899.2	1	1	2 3 2	5
157.5088	1	12	2	652.3	1	1	2 3 3	6
160.6184	1	12	1	550.7	1	1	3 3 1	7
164.3433	1	11	3	520.9	1	1	0 0 3	1
166.7546	1	11	1	526.3	1	1	1 0 0	2
169.1491	1	11	3	446.9	1	1	0 0 3	3
172.6745	1	11	2	466.7	1	1	0 2 0	4
176.3495	1	11	2	466.1	1	1	0 2 0	5
179.1099	1	12	2	578.2	1	0	3 1 3	1
182.4025	1	12	2	1228.3	1	0	1 3 1	2
185.0299	1	12	2	611.6	1	1	2 3 3	3
188.3391	1	12	2	783.4	1	1	3 3 2	4
191.7813	1	11	1	583.1	1	1	1 0 0	1
195.2568	1	11	1	435.7	1	1	1 0 0	2
197.219	1	11	2	499.2	1	1	0 2 0	3
200.894	1	12	1	647.7	1	0	2 3 3	1
203.5546	1	12	2	677.3	1	1	1 1 2	2
206.6975	1	12	2	490.8	1	0	2 1 2	3
210.306	1	12	1	506	1	0	2 3 3	4
213.266	1	11	1	452.4	1	1	1 0 0	1
215.4943	1	11	2	478	1	1	0 2 0	2
218.4543	1	11	1	455.6	1	1	1 0 0	3
221.4642	1	11	1	411.2	1	1	1 0 0	4
225.1724	1	11	2	469.7	1	1	0 2 0	5
227.7333	1	12	1	863.2	1	0	2 3 3	1
229.8286	1	12	3	823.6	1	1	3 2 2	2
233.304	1	12	2	791	1	1	3 3 2	3
236.0811	1	12	2	599.4	1	0	3 1 1	4
238.7916	1	12	3	610	1	1	3 1 1	5
242.184	1	12	3	584.2	1	1	3 1 1	6
245.6262	1	12	3	643	1	1	3 1 1	7
248.8189	1	12	2	648.9	1	1	3 3 2	8
252.3776	1	11	3	487.3	1	1	0 0 3	1
254.3065	1	11	2	578.9	1	1	0 2 0	2
256.9506	1	11	3	456.1	1	1	0 0 3	3
260.0269	1	11	1	324.3	1	1	1 0 0	4
262.7541	1	11	-99	-99	1	0	1 0 0	5
265.2817	1	11	2	425.1	1	1	0 2 0	6
268.1086	1	12	3	698.9	1	1	3 1 1	1
270.6363	1	12	-99	-99	1	0	2 2 1	2
273.9953	1	12	2	717.3	1	1	2 3 3	3
276.074	1	12	2	809.3	1	1	2 1 1	4
279.9319	1	12	-99	-99	1	0	3 3 1	5
283.4573	1	12	2	661.8	1	1	3 3 2	6
285.6024	1	12	3	831.9	1	1	1 3 1	7
289.2774	1	11	-99	-99	1	0	1 0 0	1
292.9857	1	11	-99	-99	1	0	1 0 0	2
295.2306	1	11	-99	-99	1	0	1 0 0	3
297.1596	1	11	-99	-99	1	0	1 0 0	4
299.6041	1	11	3	581.6	1	1	0 0 3	5
302.5474	1	11	3	575.7	1	1	0 0 3	6
306.1559	1	11	2	461.4	1	1	0 2 0	7
308.8997	1	11	3	463	1	1	0 0 3	8
311.8098	1	12	3	827	1	1	3 1 1	1
314.803	1	12	3	749	1	1	1 3 1	2
317.0313	1	12	3	479.3	1	1	1 3 1	3
319.9913	1	12	3	477.8	1	1	1 3 1	4
323.7993	1	12	3	771.8	1	1	3 2 2	5
325.9445	1	12	2	1078.4	1	0	3 1 3	6
329.1705	1	11	3	522.8	1	1	0 0 3	1
333.0119	1	11	2	570.1	1	1	0 2 0	2
335.3233	1	11	1	447.4	1	1	1 0 0	3
338.7655	1	11	2	481.4	1	1	0 2 0	4
342.0248	1	11	1	416.7	1	1	1 0 0	5
345.5003	1	11	2	491	1	1	0 2 0	6
347.8948	1	11	2	475.2	1	1	0 2 0	7
351.3371	1	12	1	920.6	1	0	2 3 3	1
353.4323	1	12	2	784.7	1	1	1 1 2	2
355.777	1	12	3	725.8	1	1	3 2 2	3
358.1384	1	11	2	613.3	1	1	0 2 0	1
360.1671	1	11	2	532.9	1	1	0 2 0	2
363.1104	1	11	1	485.3	1	1	1 0 0	3
365.1392	1	11	3	453.8	1	1	0 0 3	4
368.6147	1	11	3	489.5	1	1	0 0 3	5
371.0758	1	12	3	633.6	1	1	1 3 1	1
374.9337	1	12	3	522.4	1	1	3 2 2	2
377.9269	1	12	2	579.8	1	0	2 1 2	3
380.0554	1	12	3	768.1	1	1	3 2 2	4
383.1318	1	11	3	449.9	1	1	0 0 3	1
386.89	1	11	3	507.5	1	1	0 0 3	2
389.0185	1	11	2	577.6	1	1	0 2 0	3
392.6935	1	11	2	449.8	1	1	0 2 0	4
395.0715	1	11	3	444	1	1	0 0 3	5
398.547	1	11	3	435.4	1	1	0 0 3	6
400.9582	1	11	3	482.3	1	1	0 0 3	7
404.8161	1	12	3	565.2	1	1	3 2 2	1
406.8282	1	12	2	1119.2	1	1	2 1 1	2
408.8902	1	12	2	754.4	1	1	1 1 2	3
411.3014	1	12	3	766.2	1	1	2 3 2	4
415.1594	1	12	3	519.4	1	1	3 2 2	5
418.1526	1	12	3	719.2	1	0	2 1 1	6
420.7301	1	12	2	768.9	1	1	2 1 1	7
424.5548	1	12	2	609.6	1	1	2 3 3	8
427.9139	1	11	1	592.3	1	1	1 0 0	1
430.7075	1	11	3	460.3	1	1	0 0 3	2
433.4347	1	11	2	356.3	1	1	0 2 0	3
437.3093	1	12	2	796.9	1	1	1 1 2	1
439.5376	1	12	1	993.5	1	0	1 3 1	2
442.8301	1	12	2	1144.1	1	0	2 1 2	3
446.3555	1	12	2	681.4	1	1	3 3 2	4
448.8166	1	12	3	690.5	1	1	3 1 1	5
451.0283	1	12	2	574.2	1	1	1 1 2	6
453.1734	1	11	2	587.8	1	1	0 2 0	1
456.8318	1	11	1	468.5	1	1	1 0 0	2
459.825	1	11	2	508.2	1	1	0 2 0	3
463.6331	1	11	1	495.6	1	1	1 0 0	4
467.0088	1	12	2	682.3	1	1	3 3 2	1
469.4699	1	12	2	489.8	1	1	3 3 2	2
471.4321	1	12	2	896.6	1	0	1 3 1	3
474.259	1	12	3	873	1	1	2 3 2	4
477.7179	1	12	2	658.2	1	1	1 1 2	5
479.9628	1	11	3	682.8	1	1	0 0 3	1
483.6046	1	11	1	451.3	1	1	1 0 0	2
486.9304	1	11	1	422.7	1	1	1 0 0	3
489.7241	1	11	3	534.4	1	1	0 0 3	4
491.8692	1	11	2	347.6	1	1	0 2 0	5
494.1141	1	11	2	462.5	1	1	0 2 0	6
497.839	1	11	1	490.2	1	1	1 0 0	7
500.932	1	11	1	410.9	1	1	1 0 0	8
504.3909	1	12	3	632.3	1	1	3 1 1	1
507.2178	1	12	2	762.3	1	0	3 1 3	2
509.4461	1	12	3	680.4	1	1	3 2 2	3
511.9239	1	11	3	533.8	1	1	0 0 3	1
514.7508	1	11	3	392	1	1	0 0 3	2
518.1764	1	11	1	395.8	1	1	1 0 0	3
521.8181	1	11	3	529.3	1	1	0 0 3	4
525.5431	1	11	3	387.7	1	1	0 0 3	5
527.6217	1	11	2	1212.7	1	1	0 2 0	6
531.3632	1	11	1	483.7	1	1	1 0 0	7
534.3398	1	12	2	568.9	1	0	1 3 1	1
536.8674	1	12	3	703.5	1	0	2 3 3	2
538.8463	1	12	3	963.5	1	1	2 3 2	3
541.0912	1	12	2	673.8	1	0	3 2 2	4
544.5334	1	12	2	694.8	1	1	1 1 2	5
547.6264	1	11	2	627.4	1	1	0 2 0	1
550.7527	1	11	2	522	1	0	0 0 3	2
554.3612	1	11	3	436.7	1	1	0 0 3	3
556.5895	1	11	3	380.8	1	1	0 0 3	4
560.0483	1	12	1	714.6	1	1	3 3 1	1
563.5903	1	12	2	673.2	1	1	3 3 2	2
566.5503	1	12	3	834.9	1	1	1 3 1	3
569.2775	1	12	1	605.7	1	1	3 3 1	4
571.6055	1	12	2	736.6	1	1	2 3 3	5
